Source,Target,Type
21,34,undirected
21,71,undirected
21,76,undirected
21,77,undirected
21,104,undirected
21,112,undirected
21,191,undirected
22,38,undirected
22,104,undirected
22,131,undirected
23,79,undirected
23,90,undirected
24,29,undirected
24,106,undirected
25,28,undirected
25,38,undirected
25,161,undirected
26,126,undirected
27,76,undirected
28,44,undirected
29,30,undirected
29,48,undirected
29,59,undirected
29,73,undirected
29,101,undirected
29,114,undirected
29,151,undirected
30,63,undirected
30,100,undirected
30,193,undirected
31,61,undirected
31,74,undirected
31,83,undirected
31,99,undirected
31,105,undirected
31,118,undirected
31,151,undirected
31,174,undirected
32,58,undirected
32,162,undirected
33,77,undirected
34,56,undirected
35,79,undirected
35,98,undirected
36,51,undirected
36,125,undirected
36,186,undirected
37,107,undirected
37,152,undirected
38,66,undirected
38,108,undirected
39,143,undirected
39,176,undirected
39,198,undirected
40,72,undirected
40,111,undirected
40,120,undirected
40,147,undirected
41,68,undirected
41,149,undirected
42,128,undirected
42,178,undirected
43,101,undirected
43,105,undirected
44,147,undirected
45,51,undirected
45,195,undirected
46,56,undirected
46,89,undirected
47,51,undirected
47,55,undirected
47,96,undirected
47,130,undirected
47,148,undirected
48,101,undirected
48,112,undirected
48,182,undirected
49,152,undirected
50,51,undirected
50,56,undirected
50,92,undirected
50,102,undirected
51,68,undirected
52,69,undirected
53,145,undirected
54,116,undirected
54,149,undirected
54,173,undirected
56,60,undirected
56,158,undirected
56,163,undirected
57,77,undirected
58,165,undirected
59,80,undirected
60,81,undirected
60,112,undirected
61,160,undirected
62,105,undirected
62,166,undirected
63,105,undirected
64,82,undirected
64,113,undirected
65,141,undirected
66,164,undirected
66,168,undirected
67,169,undirected
67,179,undirected
69,70,undirected
70,125,undirected
70,177,undirected
71,180,undirected
71,192,undirected
72,79,undirected
72,84,undirected
73,111,undirected
73,120,undirected
73,122,undirected
73,167,undirected
74,76,undirected
74,192,undirected
75,78,undirected
75,100,undirected
75,116,undirected
75,152,undirected
76,98,undirected
77,122,undirected
77,154,undirected
77,158,undirected
80,185,undirected
81,113,undirected
82,99,undirected
87,130,undirected
87,188,undirected
88,127,undirected
88,132,undirected
89,108,undirected
90,121,undirected
91,147,undirected
92,97,undirected
93,140,undirected
94,116,undirected
95,143,undirected
96,119,undirected
97,144,undirected
102,148,undirected
102,187,undirected
103,160,undirected
105,109,undirected
107,121,undirected
107,159,undirected
109,134,undirected
110,124,undirected
113,157,undirected
114,139,undirected
115,174,undirected
116,191,undirected
117,131,undirected
117,168,undirected
121,183,undirected
122,134,undirected
124,136,undirected
128,193,undirected
129,176,undirected
137,200,undirected
141,197,undirected
143,173,undirected
148,166,undirected
150,156,undirected
153,154,undirected
155,177,undirected
158,194,undirected
165,199,undirected
172,182,undirected
175,197,undirected
189,194,undirected
190,196,undirected
