Source,Target,Type
9,228,undirected
10,30,undirected
10,74,undirected
10,108,undirected
10,152,undirected
10,198,undirected
10,199,undirected
10,248,undirected
10,274,undirected
10,283,undirected
10,370,undirected
10,416,undirected
11,29,undirected
11,33,undirected
11,39,undirected
11,48,undirected
11,89,undirected
11,128,undirected
11,159,undirected
11,165,undirected
11,216,undirected
11,246,undirected
11,342,undirected
11,371,undirected
11,458,undirected
11,492,undirected
12,38,undirected
12,39,undirected
12,47,undirected
12,62,undirected
12,70,undirected
12,92,undirected
12,104,undirected
12,173,undirected
12,259,undirected
12,272,undirected
12,278,undirected
12,290,undirected
12,315,undirected
12,327,undirected
12,339,undirected
12,403,undirected
13,100,undirected
13,341,undirected
13,345,undirected
13,361,undirected
14,19,undirected
14,20,undirected
14,33,undirected
14,34,undirected
14,39,undirected
14,124,undirected
14,129,undirected
14,135,undirected
14,139,undirected
14,176,undirected
14,250,undirected
14,304,undirected
14,329,undirected
14,333,undirected
14,338,undirected
14,376,undirected
14,445,undirected
15,44,undirected
15,252,undirected
15,395,undirected
15,408,undirected
16,31,undirected
16,87,undirected
16,95,undirected
16,105,undirected
16,106,undirected
16,263,undirected
16,302,undirected
16,405,undirected
16,424,undirected
16,426,undirected
17,63,undirected
17,100,undirected
18,25,undirected
18,46,undirected
18,50,undirected
18,70,undirected
18,78,undirected
18,93,undirected
18,113,undirected
18,126,undirected
18,144,undirected
18,153,undirected
18,154,undirected
18,165,undirected
18,199,undirected
18,200,undirected
18,231,undirected
18,233,undirected
18,316,undirected
18,458,undirected
18,477,undirected
19,45,undirected
19,58,undirected
19,240,undirected
19,315,undirected
19,398,undirected
19,456,undirected
20,70,undirected
20,431,undirected
20,443,undirected
21,47,undirected
21,49,undirected
21,53,undirected
21,61,undirected
21,86,undirected
21,139,undirected
21,149,undirected
21,151,undirected
21,185,undirected
21,253,undirected
21,296,undirected
21,319,undirected
21,353,undirected
21,360,undirected
21,488,undirected
22,29,undirected
22,113,undirected
22,392,undirected
22,447,undirected
22,467,undirected
23,32,undirected
23,50,undirected
23,57,undirected
23,66,undirected
23,73,undirected
23,99,undirected
23,114,undirected
23,137,undirected
23,166,undirected
23,306,undirected
23,412,undirected
23,448,undirected
23,451,undirected
23,480,undirected
24,68,undirected
24,79,undirected
24,236,undirected
24,430,undirected
25,82,undirected
25,98,undirected
25,289,undirected
25,418,undirected
25,487,undirected
26,170,undirected
26,357,undirected
26,369,undirected
26,396,undirected
27,28,undirected
27,31,undirected
27,63,undirected
27,148,undirected
27,326,undirected
28,63,undirected
28,69,undirected
28,79,undirected
28,172,undirected
28,374,undirected
28,479,undirected
29,60,undirected
29,69,undirected
29,73,undirected
29,81,undirected
29,90,undirected
29,106,undirected
29,107,undirected
29,123,undirected
29,125,undirected
29,139,undirected
29,143,undirected
29,146,undirected
29,148,undirected
29,150,undirected
29,151,undirected
29,172,undirected
29,189,undirected
29,196,undirected
29,224,undirected
29,272,undirected
29,332,undirected
29,354,undirected
29,384,undirected
29,398,undirected
29,430,undirected
29,475,undirected
30,71,undirected
30,81,undirected
30,111,undirected
30,338,undirected
30,350,undirected
31,54,undirected
31,85,undirected
31,136,undirected
31,251,undirected
31,329,undirected
31,379,undirected
31,402,undirected
31,436,undirected
31,459,undirected
31,468,undirected
32,44,undirected
32,51,undirected
32,54,undirected
32,65,undirected
32,68,undirected
32,99,undirected
32,102,undirected
32,109,undirected
32,118,undirected
32,162,undirected
32,179,undirected
32,198,undirected
32,311,undirected
32,326,undirected
32,365,undirected
33,86,undirected
33,101,undirected
33,116,undirected
33,146,undirected
33,150,undirected
33,321,undirected
33,334,undirected
33,350,undirected
33,363,undirected
33,401,undirected
33,414,undirected
33,415,undirected
33,436,undirected
34,231,undirected
34,336,undirected
35,122,undirected
35,198,undirected
36,78,undirected
36,99,undirected
36,264,undirected
36,300,undirected
36,330,undirected
37,40,undirected
37,44,undirected
37,107,undirected
37,169,undirected
37,221,undirected
37,376,undirected
37,482,undirected
38,145,undirected
38,317,undirected
38,425,undirected
38,437,undirected
38,453,undirected
38,470,undirected
39,41,undirected
39,45,undirected
39,133,undirected
39,209,undirected
39,332,undirected
39,367,undirected
39,442,undirected
39,474,undirected
39,482,undirected
39,492,undirected
40,372,undirected
41,97,undirected
41,173,undirected
41,485,undirected
42,137,undirected
42,212,undirected
43,44,undirected
43,228,undirected
44,79,undirected
44,179,undirected
44,352,undirected
44,489,undirected
45,56,undirected
45,80,undirected
46,90,undirected
46,152,undirected
46,213,undirected
46,308,undirected
46,355,undirected
47,273,undirected
47,404,undirected
48,226,undirected
48,373,undirected
48,500,undirected
49,50,undirected
49,55,undirected
49,66,undirected
49,151,undirected
49,178,undirected
49,203,undirected
49,207,undirected
49,278,undirected
49,282,undirected
49,295,undirected
49,430,undirected
50,230,undirected
50,390,undirected
50,499,undirected
51,163,undirected
51,224,undirected
51,326,undirected
51,330,undirected
52,54,undirected
52,181,undirected
52,204,undirected
52,363,undirected
52,423,undirected
52,444,undirected
53,69,undirected
53,162,undirected
53,255,undirected
53,434,undirected
54,55,undirected
54,101,undirected
54,237,undirected
54,432,undirected
55,86,undirected
55,159,undirected
55,235,undirected
55,386,undirected
55,470,undirected
56,59,undirected
56,79,undirected
56,193,undirected
56,217,undirected
56,233,undirected
56,275,undirected
56,346,undirected
56,397,undirected
57,68,undirected
57,449,undirected
58,167,undirected
58,236,undirected
58,299,undirected
59,88,undirected
59,114,undirected
59,205,undirected
60,114,undirected
60,142,undirected
60,305,undirected
60,450,undirected
61,70,undirected
61,103,undirected
61,111,undirected
61,185,undirected
61,195,undirected
61,228,undirected
61,320,undirected
61,321,undirected
61,331,undirected
61,333,undirected
62,63,undirected
62,92,undirected
62,104,undirected
62,112,undirected
62,130,undirected
62,208,undirected
62,219,undirected
62,225,undirected
62,240,undirected
62,244,undirected
62,252,undirected
62,347,undirected
62,381,undirected
62,439,undirected
62,496,undirected
63,116,undirected
63,134,undirected
63,310,undirected
63,374,undirected
64,147,undirected
64,153,undirected
64,200,undirected
64,349,undirected
64,462,undirected
65,112,undirected
65,133,undirected
65,277,undirected
66,277,undirected
67,72,undirected
67,181,undirected
67,305,undirected
68,115,undirected
68,488,undirected
69,111,undirected
69,177,undirected
69,216,undirected
69,248,undirected
70,130,undirected
70,412,undirected
70,453,undirected
70,480,undirected
71,365,undirected
71,408,undirected
72,98,undirected
72,109,undirected
72,145,undirected
72,246,undirected
73,124,undirected
73,127,undirected
74,156,undirected
74,230,undirected
74,446,undirected
75,324,undirected
76,186,undirected
76,244,undirected
76,288,undirected
77,91,undirected
77,268,undirected
77,472,undirected
78,144,undirected
78,188,undirected
78,422,undirected
79,313,undirected
79,494,undirected
80,124,undirected
80,163,undirected
80,275,undirected
80,473,undirected
81,195,undirected
81,269,undirected
81,370,undirected
81,452,undirected
81,472,undirected
82,211,undirected
82,348,undirected
83,102,undirected
83,107,undirected
83,170,undirected
83,218,undirected
83,238,undirected
83,261,undirected
83,266,undirected
83,428,undirected
84,168,undirected
84,368,undirected
85,89,undirected
85,154,undirected
85,318,undirected
86,154,undirected
86,478,undirected
87,145,undirected
87,220,undirected
87,341,undirected
88,118,undirected
88,328,undirected
88,368,undirected
88,449,undirected
89,117,undirected
89,175,undirected
90,372,undirected
92,198,undirected
92,243,undirected
93,250,undirected
93,421,undirected
94,413,undirected
95,132,undirected
96,218,undirected
96,397,undirected
96,420,undirected
97,260,undirected
97,314,undirected
97,328,undirected
97,493,undirected
98,175,undirected
98,188,undirected
98,195,undirected
99,208,undirected
99,227,undirected
99,495,undirected
100,282,undirected
100,419,undirected
101,120,undirected
101,256,undirected
102,117,undirected
102,183,undirected
102,428,undirected
103,163,undirected
103,331,undirected
103,393,undirected
104,121,undirected
105,229,undirected
105,360,undirected
106,232,undirected
108,360,undirected
110,121,undirected
110,197,undirected
110,463,undirected
112,357,undirected
113,126,undirected
113,130,undirected
113,161,undirected
113,279,undirected
114,257,undirected
114,380,undirected
114,387,undirected
114,454,undirected
115,196,undirected
115,296,undirected
115,325,undirected
116,143,undirected
116,163,undirected
116,279,undirected
116,302,undirected
116,335,undirected
116,421,undirected
116,438,undirected
118,210,undirected
118,254,undirected
118,266,undirected
119,306,undirected
121,158,undirected
121,179,undirected
122,138,undirected
122,189,undirected
123,297,undirected
123,411,undirected
124,191,undirected
124,461,undirected
125,274,undirected
125,293,undirected
125,402,undirected
126,284,undirected
126,304,undirected
126,337,undirected
127,215,undirected
127,308,undirected
127,353,undirected
128,183,undirected
128,242,undirected
128,382,undirected
129,178,undirected
129,256,undirected
129,307,undirected
129,337,undirected
130,143,undirected
131,174,undirected
131,297,undirected
132,294,undirected
133,186,undirected
133,201,undirected
133,322,undirected
133,389,undirected
133,410,undirected
134,377,undirected
136,241,undirected
136,267,undirected
136,312,undirected
136,393,undirected
138,223,undirected
138,291,undirected
138,425,undirected
139,175,undirected
140,181,undirected
141,145,undirected
141,231,undirected
143,182,undirected
143,460,undirected
145,251,undirected
147,198,undirected
148,212,undirected
150,165,undirected
153,177,undirected
153,471,undirected
155,234,undirected
155,426,undirected
156,363,undirected
156,474,undirected
157,359,undirected
157,418,undirected
157,454,undirected
157,498,undirected
158,218,undirected
158,268,undirected
159,195,undirected
159,265,undirected
160,192,undirected
160,467,undirected
161,180,undirected
162,214,undirected
162,215,undirected
164,204,undirected
164,238,undirected
164,293,undirected
164,349,undirected
164,437,undirected
165,168,undirected
165,192,undirected
165,221,undirected
165,296,undirected
166,244,undirected
167,390,undirected
170,387,undirected
170,433,undirected
171,181,undirected
171,270,undirected
171,351,undirected
171,436,undirected
172,279,undirected
172,341,undirected
173,325,undirected
174,366,undirected
176,342,undirected
176,439,undirected
177,210,undirected
177,347,undirected
177,373,undirected
179,235,undirected
180,314,undirected
181,187,undirected
181,244,undirected
181,288,undirected
182,220,undirected
182,229,undirected
182,316,undirected
182,351,undirected
184,386,undirected
187,483,undirected
188,289,undirected
189,314,undirected
190,283,undirected
190,364,undirected
191,194,undirected
191,364,undirected
192,287,undirected
192,314,undirected
193,335,undirected
194,486,undirected
195,298,undirected
197,207,undirected
197,351,undirected
197,410,undirected
198,250,undirected
198,406,undirected
198,476,undirected
199,356,undirected
200,225,undirected
201,379,undirected
202,280,undirected
202,314,undirected
203,396,undirected
204,310,undirected
206,247,undirected
206,270,undirected
206,282,undirected
206,486,undirected
207,340,undirected
209,385,undirected
209,445,undirected
210,286,undirected
211,264,undirected
211,271,undirected
211,309,undirected
211,355,undirected
211,450,undirected
212,383,undirected
213,358,undirected
214,215,undirected
214,246,undirected
217,256,undirected
217,407,undirected
219,301,undirected
219,377,undirected
221,235,undirected
221,431,undirected
223,393,undirected
226,463,undirected
227,324,undirected
228,446,undirected
229,327,undirected
229,484,undirected
230,301,undirected
232,246,undirected
233,320,undirected
234,269,undirected
234,484,undirected
239,380,undirected
242,262,undirected
245,254,undirected
245,312,undirected
245,407,undirected
245,422,undirected
246,382,undirected
246,429,undirected
246,485,undirected
247,284,undirected
249,350,undirected
249,406,undirected
250,313,undirected
250,369,undirected
251,417,undirected
253,290,undirected
253,337,undirected
253,452,undirected
254,422,undirected
258,305,undirected
258,344,undirected
260,378,undirected
261,354,undirected
261,478,undirected
261,494,undirected
262,409,undirected
265,427,undirected
266,340,undirected
266,346,undirected
267,434,undirected
268,305,undirected
268,374,undirected
272,444,undirected
273,469,undirected
274,391,undirected
276,438,undirected
281,344,undirected
284,466,undirected
285,287,undirected
285,422,undirected
286,456,undirected
291,326,undirected
292,429,undirected
293,420,undirected
294,388,undirected
295,375,undirected
297,385,undirected
297,496,undirected
298,477,undirected
300,464,undirected
301,491,undirected
303,384,undirected
305,433,undirected
309,442,undirected
310,399,undirected
311,352,undirected
317,437,undirected
322,465,undirected
323,396,undirected
332,335,undirected
333,365,undirected
334,367,undirected
336,481,undirected
339,441,undirected
343,383,undirected
343,415,undirected
345,391,undirected
347,362,undirected
347,394,undirected
349,394,undirected
350,401,undirected
351,361,undirected
359,460,undirected
364,448,undirected
366,468,undirected
371,435,undirected
374,435,undirected
375,479,undirected
377,500,undirected
381,476,undirected
393,416,undirected
400,490,undirected
403,413,undirected
405,415,undirected
409,440,undirected
414,427,undirected
421,423,undirected
424,466,undirected
426,497,undirected
446,461,undirected
451,498,undirected
459,475,undirected
469,487,undirected
490,497,undirected
