Source,Target,Type
21,125,undirected
21,166,undirected
22,23,undirected
22,61,undirected
22,116,undirected
22,166,undirected
22,187,undirected
23,99,undirected
23,181,undirected
24,50,undirected
24,103,undirected
24,129,undirected
25,70,undirected
25,94,undirected
25,141,undirected
26,30,undirected
26,82,undirected
27,45,undirected
27,51,undirected
27,76,undirected
27,125,undirected
28,56,undirected
28,64,undirected
28,90,undirected
28,110,undirected
28,155,undirected
28,174,undirected
30,35,undirected
30,94,undirected
30,107,undirected
30,123,undirected
30,198,undirected
31,103,undirected
32,59,undirected
32,138,undirected
33,34,undirected
33,39,undirected
33,52,undirected
33,83,undirected
33,163,undirected
33,189,undirected
34,35,undirected
34,91,undirected
34,172,undirected
35,43,undirected
35,185,undirected
36,174,undirected
37,70,undirected
37,136,undirected
37,180,undirected
38,58,undirected
38,95,undirected
38,182,undirected
38,193,undirected
39,77,undirected
40,54,undirected
41,65,undirected
41,80,undirected
41,84,undirected
41,133,undirected
41,136,undirected
42,58,undirected
42,78,undirected
42,86,undirected
42,121,undirected
42,122,undirected
42,149,undirected
44,170,undirected
44,176,undirected
45,99,undirected
46,109,undirected
46,123,undirected
47,66,undirected
47,170,undirected
48,60,undirected
48,91,undirected
48,106,undirected
49,96,undirected
50,101,undirected
50,181,undirected
51,74,undirected
51,194,undirected
53,116,undirected
53,131,undirected
54,171,undirected
55,73,undirected
55,78,undirected
55,93,undirected
56,102,undirected
58,113,undirected
58,122,undirected
59,83,undirected
61,112,undirected
61,147,undirected
61,168,undirected
61,178,undirected
62,74,undirected
62,187,undirected
64,154,undirected
65,92,undirected
65,162,undirected
65,167,undirected
65,200,undirected
66,113,undirected
66,146,undirected
66,191,undirected
67,142,undirected
67,149,undirected
68,92,undirected
69,73,undirected
69,135,undirected
70,79,undirected
70,129,undirected
72,126,undirected
72,177,undirected
73,117,undirected
73,143,undirected
73,176,undirected
73,195,undirected
74,124,undirected
74,152,undirected
74,179,undirected
75,97,undirected
75,110,undirected
76,115,undirected
76,159,undirected
76,162,undirected
76,178,undirected
77,144,undirected
79,107,undirected
80,182,undirected
81,113,undirected
83,120,undirected
83,132,undirected
83,139,undirected
84,87,undirected
84,125,undirected
84,188,undirected
86,118,undirected
86,139,undirected
86,197,undirected
88,101,undirected
88,146,undirected
89,181,undirected
91,108,undirected
92,164,undirected
96,115,undirected
97,106,undirected
99,107,undirected
100,130,undirected
100,168,undirected
100,188,undirected
101,155,undirected
102,145,undirected
104,119,undirected
104,183,undirected
108,135,undirected
108,183,undirected
109,186,undirected
111,173,undirected
112,147,undirected
113,144,undirected
113,196,undirected
114,140,undirected
115,121,undirected
124,160,undirected
128,138,undirected
130,134,undirected
137,158,undirected
138,192,undirected
139,153,undirected
148,157,undirected
149,163,undirected
152,153,undirected
166,169,undirected
189,193,undirected
