Source,Target,Type
21,89,undirected
21,91,undirected
21,108,undirected
21,153,undirected
22,25,undirected
22,27,undirected
22,176,undirected
24,29,undirected
25,46,undirected
25,152,undirected
26,116,undirected
26,152,undirected
27,155,undirected
27,160,undirected
28,110,undirected
29,30,undirected
29,38,undirected
29,56,undirected
29,73,undirected
29,148,undirected
29,156,undirected
29,168,undirected
29,171,undirected
29,191,undirected
30,78,undirected
30,120,undirected
30,160,undirected
30,200,undirected
31,52,undirected
31,79,undirected
31,137,undirected
31,145,undirected
31,171,undirected
31,188,undirected
32,38,undirected
32,155,undirected
33,81,undirected
34,126,undirected
34,138,undirected
35,36,undirected
35,38,undirected
35,105,undirected
36,50,undirected
36,77,undirected
36,105,undirected
36,161,undirected
37,47,undirected
37,88,undirected
37,157,undirected
38,94,undirected
38,95,undirected
39,55,undirected
39,63,undirected
39,66,undirected
40,52,undirected
40,100,undirected
40,120,undirected
40,184,undirected
41,108,undirected
42,139,undirected
43,154,undirected
43,175,undirected
44,170,undirected
45,71,undirected
46,139,undirected
47,50,undirected
47,106,undirected
47,173,undirected
48,56,undirected
48,83,undirected
48,146,undirected
49,50,undirected
49,73,undirected
49,165,undirected
50,184,undirected
51,55,undirected
51,60,undirected
51,154,undirected
52,117,undirected
52,163,undirected
53,123,undirected
54,58,undirected
54,103,undirected
55,102,undirected
55,142,undirected
56,105,undirected
56,163,undirected
56,167,undirected
57,186,undirected
58,100,undirected
58,165,undirected
59,130,undirected
60,75,undirected
60,112,undirected
61,67,undirected
61,93,undirected
62,105,undirected
64,82,undirected
64,113,undirected
65,141,undirected
66,77,undirected
67,169,undirected
69,194,undirected
70,125,undirected
71,93,undirected
71,199,undirected
72,75,undirected
72,191,undirected
73,111,undirected
73,124,undirected
74,128,undirected
75,80,undirected
76,122,undirected
76,185,undirected
77,158,undirected
79,85,undirected
79,101,undirected
81,177,undirected
85,101,undirected
85,121,undirected
87,140,undirected
87,149,undirected
88,197,undirected
89,143,undirected
90,125,undirected
91,196,undirected
92,127,undirected
92,142,undirected
94,148,undirected
95,121,undirected
97,182,undirected
97,189,undirected
97,197,undirected
98,164,undirected
102,103,undirected
102,156,undirected
102,187,undirected
104,127,undirected
105,140,undirected
105,183,undirected
106,138,undirected
107,152,undirected
108,109,undirected
109,134,undirected
112,119,undirected
112,185,undirected
114,124,undirected
115,193,undirected
116,132,undirected
117,131,undirected
118,159,undirected
121,135,undirected
121,159,undirected
122,195,undirected
123,174,undirected
124,164,undirected
126,143,undirected
128,180,undirected
129,145,undirected
129,176,undirected
130,131,undirected
130,180,undirected
134,173,undirected
136,148,undirected
142,143,undirected
144,190,undirected
151,188,undirected
153,187,undirected
158,189,undirected
162,190,undirected
166,179,undirected
168,179,undirected
168,196,undirected
172,178,undirected
172,181,undirected
177,182,undirected
