Source,Target,Type
21,178,undirected
22,52,undirected
22,53,undirected
22,58,undirected
22,73,undirected
22,114,undirected
22,116,undirected
23,103,undirected
23,125,undirected
24,33,undirected
24,103,undirected
25,65,undirected
25,100,undirected
26,82,undirected
26,165,undirected
27,125,undirected
27,197,undirected
28,30,undirected
28,56,undirected
28,64,undirected
28,110,undirected
28,174,undirected
30,35,undirected
30,72,undirected
30,94,undirected
30,102,undirected
30,123,undirected
31,124,undirected
32,59,undirected
33,39,undirected
33,52,undirected
33,72,undirected
33,107,undirected
33,163,undirected
34,35,undirected
34,68,undirected
34,172,undirected
34,173,undirected
35,43,undirected
35,185,undirected
36,174,undirected
37,42,undirected
37,76,undirected
37,117,undirected
37,136,undirected
38,73,undirected
38,90,undirected
38,99,undirected
38,147,undirected
38,187,undirected
38,198,undirected
40,148,undirected
41,50,undirected
41,65,undirected
41,88,undirected
41,159,undirected
42,54,undirected
42,78,undirected
42,89,undirected
42,188,undirected
42,193,undirected
44,133,undirected
44,170,undirected
45,91,undirected
45,160,undirected
48,60,undirected
48,91,undirected
48,127,undirected
49,74,undirected
49,96,undirected
50,51,undirected
50,163,undirected
50,196,undirected
51,85,undirected
51,194,undirected
53,79,undirected
53,180,undirected
55,93,undirected
58,98,undirected
58,113,undirected
58,122,undirected
61,75,undirected
61,81,undirected
61,83,undirected
61,168,undirected
62,74,undirected
62,99,undirected
62,187,undirected
63,118,undirected
65,70,undirected
65,149,undirected
65,175,undirected
65,200,undirected
66,112,undirected
66,144,undirected
66,191,undirected
67,78,undirected
67,142,undirected
67,167,undirected
69,118,undirected
70,129,undirected
70,145,undirected
70,159,undirected
72,177,undirected
73,117,undirected
73,121,undirected
73,143,undirected
73,176,undirected
73,196,undirected
74,80,undirected
74,116,undirected
74,147,undirected
76,77,undirected
76,92,undirected
76,105,undirected
76,115,undirected
76,162,undirected
77,123,undirected
77,157,undirected
83,120,undirected
83,138,undirected
83,145,undirected
83,178,undirected
84,87,undirected
84,115,undirected
84,172,undirected
86,131,undirected
86,139,undirected
86,177,undirected
86,197,undirected
88,199,undirected
89,140,undirected
90,143,undirected
91,108,undirected
91,137,undirected
91,146,undirected
92,134,undirected
94,179,undirected
96,162,undirected
98,168,undirected
99,189,undirected
100,109,undirected
101,132,undirected
101,155,undirected
101,173,undirected
101,192,undirected
104,119,undirected
104,183,undirected
107,126,undirected
107,155,undirected
108,135,undirected
108,183,undirected
109,127,undirected
112,179,undirected
113,124,undirected
113,144,undirected
113,152,undirected
113,169,undirected
113,199,undirected
115,195,undirected
121,129,undirected
121,140,undirected
121,191,undirected
124,182,undirected
125,152,undirected
125,164,undirected
130,138,undirected
138,141,undirected
138,142,undirected
138,194,undirected
139,153,undirected
140,146,undirected
147,181,undirected
149,154,undirected
166,169,undirected
181,182,undirected
