Source,Target,Type,Id,Label,Weight
26,271,Undirected,182,182,1
26,341,Undirected,183,183,1
26,495,Undirected,184,184,1
26,713,Undirected,185,185,1
26,911,Undirected,186,186,1
27,3,Undirected,187,187,1
27,18,Undirected,188,188,1
27,28,Undirected,189,189,1
27,44,Undirected,190,190,1
27,165,Undirected,191,191,1
27,188,Undirected,192,192,1
27,289,Undirected,193,193,1
27,685,Undirected,194,194,1
27,712,Undirected,195,195,1
27,715,Undirected,196,196,1
27,797,Undirected,197,197,1
27,910,Undirected,198,198,1
27,911,Undirected,199,199,1
28,27,Undirected,200,200,1
28,165,Undirected,201,201,1
28,797,Undirected,202,202,1
29,10,Undirected,203,203,1
29,43,Undirected,204,204,1
29,46,Undirected,205,205,1
30,25,Undirected,206,206,1
30,157,Undirected,207,207,1
30,165,Undirected,208,208,1
31,6,Undirected,209,209,1
31,32,Undirected,210,210,1
32,31,Undirected,211,211,1
32,33,Undirected,212,212,1
33,18,Undirected,213,213,1
33,32,Undirected,214,214,1
33,49,Undirected,215,215,1
34,4,Undirected,216,216,1
34,47,Undirected,217,217,1
34,66,Undirected,218,218,1
34,82,Undirected,219,219,1
34,101,Undirected,220,220,1
34,102,Undirected,221,221,1
34,103,Undirected,222,222,1
34,109,Undirected,223,223,1
34,113,Undirected,224,224,1
34,114,Undirected,225,225,1
34,116,Undirected,226,226,1
34,161,Undirected,227,227,1
34,189,Undirected,228,228,1
34,191,Undirected,229,229,1
34,192,Undirected,230,230,1
34,425,Undirected,231,231,1
34,426,Undirected,232,232,1
34,429,Undirected,233,233,1
35,21,Undirected,234,234,1
35,36,Undirected,235,235,1
35,152,Undirected,236,236,1
35,191,Undirected,237,237,1
35,326,Undirected,238,238,1
36,35,Undirected,239,239,1
36,108,Undirected,240,240,1
36,109,Undirected,241,241,1
36,151,Undirected,242,242,1
36,824,Undirected,243,243,1
37,2,Undirected,244,244,1
37,6,Undirected,245,245,1
37,38,Undirected,246,246,1
37,119,Undirected,247,247,1
38,37,Undirected,248,248,1
38,119,Undirected,249,249,1
38,153,Undirected,250,250,1
38,184,Undirected,251,251,1
38,297,Undirected,252,252,1
38,384,Undirected,253,253,1
38,733,Undirected,254,254,1
38,948,Undirected,255,255,1
39,4,Undirected,256,256,1
40,4,Undirected,257,257,1
41,2,Undirected,258,258,1
41,42,Undirected,259,259,1
41,119,Undirected,260,260,1
41,326,Undirected,261,261,1
42,41,Undirected,262,262,1
43,6,Undirected,263,263,1
43,10,Undirected,264,264,1
43,29,Undirected,265,265,1
43,44,Undirected,266,266,1
43,46,Undirected,267,267,1
43,167,Undirected,268,268,1
43,188,Undirected,269,269,1
43,272,Undirected,270,270,1
43,291,Undirected,271,271,1
43,292,Undirected,272,272,1
43,436,Undirected,273,273,1
43,574,Undirected,274,274,1
43,712,Undirected,275,275,1
43,830,Undirected,276,276,1
43,1090,Undirected,277,277,1
44,27,Undirected,278,278,1
44,43,Undirected,279,279,1
44,46,Undirected,280,280,1
44,110,Undirected,281,281,1
44,148,Undirected,282,282,1
44,176,Undirected,283,283,1
44,208,Undirected,284,284,1
44,289,Undirected,285,285,1
44,412,Undirected,286,286,1
44,436,Undirected,287,287,1
44,528,Undirected,288,288,1
44,537,Undirected,289,289,1
44,577,Undirected,290,290,1
44,786,Undirected,291,291,1
44,792,Undirected,292,292,1
44,802,Undirected,293,293,1
44,807,Undirected,294,294,1
44,809,Undirected,295,295,1
44,822,Undirected,296,296,1
44,830,Undirected,297,297,1
44,837,Undirected,298,298,1
44,843,Undirected,299,299,1
44,969,Undirected,300,300,1
45,3,Undirected,301,301,1
45,46,Undirected,302,302,1
46,1,Undirected,303,303,1
46,6,Undirected,304,304,1
46,12,Undirected,305,305,1
46,29,Undirected,306,306,1
46,43,Undirected,307,307,1
46,44,Undirected,308,308,1
46,45,Undirected,309,309,1
46,49,Undirected,310,310,1
46,50,Undirected,311,311,1
46,51,Undirected,312,312,1
46,91,Undirected,313,313,1
46,125,Undirected,314,314,1
46,127,Undirected,315,315,1
46,134,Undirected,316,316,1
46,172,Undirected,317,317,1
46,176,Undirected,318,318,1
46,421,Undirected,319,319,1
46,735,Undirected,320,320,1
46,794,Undirected,321,321,1
47,4,Undirected,322,322,1
47,34,Undirected,323,323,1
47,52,Undirected,324,324,1
47,66,Undirected,325,325,1
47,82,Undirected,326,326,1
47,83,Undirected,327,327,1
47,84,Undirected,328,328,1
47,98,Undirected,329,329,1
47,120,Undirected,330,330,1
47,125,Undirected,331,331,1
47,127,Undirected,332,332,1
47,163,Undirected,333,333,1
47,195,Undirected,334,334,1
47,276,Undirected,335,335,1
47,425,Undirected,336,336,1
47,470,Undirected,337,337,1
47,473,Undirected,338,338,1
47,477,Undirected,339,339,1
47,482,Undirected,340,340,1
47,488,Undirected,341,341,1
47,537,Undirected,342,342,1
47,657,Undirected,343,343,1
47,672,Undirected,344,344,1
47,841,Undirected,345,345,1
48,14,Undirected,346,346,1
48,49,Undirected,347,347,1
49,7,Undirected,348,348,1
49,14,Undirected,349,349,1
49,24,Undirected,350,350,1
49,33,Undirected,351,351,1
49,46,Undirected,352,352,1
49,48,Undirected,353,353,1
49,50,Undirected,354,354,1
49,51,Undirected,355,355,1
49,185,Undirected,356,356,1
49,273,Undirected,357,357,1
49,434,Undirected,358,358,1
49,435,Undirected,359,359,1
49,436,Undirected,360,360,1
50,24,Undirected,361,361,1
50,46,Undirected,362,362,1
50,49,Undirected,363,363,1
50,51,Undirected,364,364,1
50,185,Undirected,365,365,1
50,273,Undirected,366,366,1
50,435,Undirected,367,367,1
50,566,Undirected,368,368,1
50,730,Undirected,369,369,1
50,731,Undirected,370,370,1
50,793,Undirected,371,371,1
51,6,Undirected,372,372,1
51,14,Undirected,373,373,1
51,46,Undirected,374,374,1
51,49,Undirected,375,375,1
51,50,Undirected,376,376,1
51,52,Undirected,377,377,1
51,114,Undirected,378,378,1
51,272,Undirected,379,379,1
51,273,Undirected,380,380,1
51,435,Undirected,381,381,1
51,491,Undirected,382,382,1
51,563,Undirected,383,383,1
52,9,Undirected,384,384,1
52,47,Undirected,385,385,1
52,51,Undirected,386,386,1
52,63,Undirected,387,387,1
52,76,Undirected,388,388,1
52,81,Undirected,389,389,1
52,120,Undirected,390,390,1
52,124,Undirected,391,391,1
52,125,Undirected,392,392,1
52,127,Undirected,393,393,1
52,128,Undirected,394,394,1
52,134,Undirected,395,395,1
52,135,Undirected,396,396,1
52,137,Undirected,397,397,1
52,148,Undirected,398,398,1
52,168,Undirected,399,399,1
52,263,Undirected,400,400,1
52,266,Undirected,401,401,1
52,270,Undirected,402,402,1
52,272,Undirected,403,403,1
52,276,Undirected,404,404,1
52,286,Undirected,405,405,1
52,291,Undirected,406,406,1
52,295,Undirected,407,407,1
52,296,Undirected,408,408,1
52,454,Undirected,409,409,1
52,470,Undirected,410,410,1
52,582,Undirected,411,411,1
52,737,Undirected,412,412,1
52,970,Undirected,413,413,1
52,1013,Undirected,414,414,1
53,16,Undirected,415,415,1
53,54,Undirected,416,416,1
53,68,Undirected,417,417,1
53,69,Undirected,418,418,1
53,75,Undirected,419,419,1
53,102,Undirected,420,420,1
53,787,Undirected,421,421,1
53,828,Undirected,422,422,1
53,829,Undirected,423,423,1
53,1095,Undirected,424,424,1
54,53,Undirected,425,425,1
54,93,Undirected,426,426,1
54,95,Undirected,427,427,1
54,96,Undirected,428,428,1
54,102,Undirected,429,429,1
54,110,Undirected,430,430,1
54,116,Undirected,431,431,1
54,145,Undirected,432,432,1
54,150,Undirected,433,433,1
54,171,Undirected,434,434,1
54,822,Undirected,435,435,1
55,56,Undirected,436,436,1
55,1076,Undirected,437,437,1
56,55,Undirected,438,438,1
56,57,Undirected,439,439,1
56,853,Undirected,440,440,1
56,904,Undirected,441,441,1
56,905,Undirected,442,442,1
56,906,Undirected,443,443,1
56,933,Undirected,444,444,1
56,1079,Undirected,445,445,1
57,56,Undirected,446,446,1
57,58,Undirected,447,447,1
57,394,Undirected,448,448,1
57,395,Undirected,449,449,1
57,632,Undirected,450,450,1
58,57,Undirected,451,451,1
58,59,Undirected,452,452,1
58,757,Undirected,453,453,1
58,933,Undirected,454,454,1
59,58,Undirected,455,455,1
59,60,Undirected,456,456,1
59,935,Undirected,457,457,1
60,59,Undirected,458,458,1
60,61,Undirected,459,459,1
60,1185,Undirected,460,460,1
61,60,Undirected,461,461,1
61,283,Undirected,462,462,1
61,356,Undirected,463,463,1
61,360,Undirected,464,464,1
61,654,Undirected,465,465,1
61,716,Undirected,466,466,1
61,1000,Undirected,467,467,1
61,1002,Undirected,468,468,1
62,62,Undirected,469,469,1
62,63,Undirected,470,470,1
62,66,Undirected,471,471,1
62,70,Undirected,472,472,1
62,88,Undirected,473,473,1
62,114,Undirected,474,474,1
62,303,Undirected,475,475,1
62,423,Undirected,476,476,1
62,666,Undirected,477,477,1
62,708,Undirected,478,478,1
63,52,Undirected,479,479,1
63,62,Undirected,480,480,1
63,64,Undirected,481,481,1
63,82,Undirected,482,482,1
63,98,Undirected,483,483,1
63,120,Undirected,484,484,1
63,126,Undirected,485,485,1
63,135,Undirected,486,486,1
63,1051,Undirected,487,487,1
64,63,Undirected,488,488,1
64,65,Undirected,489,489,1
64,82,Undirected,490,490,1
64,83,Undirected,491,491,1
64,89,Undirected,492,492,1
64,423,Undirected,493,493,1
64,665,Undirected,494,494,1
64,667,Undirected,495,495,1
65,64,Undirected,496,496,1
65,66,Undirected,497,497,1
65,114,Undirected,498,498,1
65,141,Undirected,499,499,1
65,542,Undirected,500,500,1
65,575,Undirected,501,501,1
66,34,Undirected,502,502,1
66,47,Undirected,503,503,1
66,62,Undirected,504,504,1
66,65,Undirected,505,505,1
66,67,Undirected,506,506,1
66,72,Undirected,507,507,1
66,73,Undirected,508,508,1
66,82,Undirected,509,509,1
66,114,Undirected,510,510,1
66,118,Undirected,511,511,1
66,182,Undirected,512,512,1
66,424,Undirected,513,513,1
66,568,Undirected,514,514,1
66,581,Undirected,515,515,1
67,66,Undirected,516,516,1
67,68,Undirected,517,517,1
67,72,Undirected,518,518,1
67,109,Undirected,519,519,1
67,111,Undirected,520,520,1
67,112,Undirected,521,521,1
67,113,Undirected,522,522,1
67,115,Undirected,523,523,1
67,509,Undirected,524,524,1
67,552,Undirected,525,525,1
67,675,Undirected,526,526,1
67,676,Undirected,527,527,1
68,20,Undirected,528,528,1
68,53,Undirected,529,529,1
68,67,Undirected,530,530,1
68,73,Undirected,531,531,1
68,77,Undirected,532,532,1
68,86,Undirected,533,533,1
68,87,Undirected,534,534,1
68,93,Undirected,535,535,1
68,108,Undirected,536,536,1
68,109,Undirected,537,537,1
68,116,Undirected,538,538,1
68,132,Undirected,539,539,1
68,133,Undirected,540,540,1
68,141,Undirected,541,541,1
68,148,Undirected,542,542,1
68,172,Undirected,543,543,1
68,173,Undirected,544,544,1
68,190,Undirected,545,545,1
68,212,Undirected,546,546,1
68,220,Undirected,547,547,1
68,254,Undirected,548,548,1
68,424,Undirected,549,549,1
68,711,Undirected,550,550,1
68,788,Undirected,551,551,1
68,789,Undirected,552,552,1
68,814,Undirected,553,553,1
68,815,Undirected,554,554,1
68,1059,Undirected,555,555,1
68,1149,Undirected,556,556,1
68,1196,Undirected,557,557,1
68,1215,Undirected,558,558,1
69,53,Undirected,559,559,1
69,147,Undirected,560,560,1
69,149,Undirected,561,561,1
69,787,Undirected,562,562,1
70,62,Undirected,563,563,1
70,71,Undirected,564,564,1
70,141,Undirected,565,565,1
70,1051,Undirected,566,566,1
71,70,Undirected,567,567,1
71,72,Undirected,568,568,1
71,110,Undirected,569,569,1
71,663,Undirected,570,570,1
71,664,Undirected,571,571,1
71,675,Undirected,572,572,1
71,1051,Undirected,573,573,1
72,66,Undirected,574,574,1
72,67,Undirected,575,575,1
72,71,Undirected,576,576,1
72,73,Undirected,577,577,1
72,79,Undirected,578,578,1
72,110,Undirected,579,579,1
72,111,Undirected,580,580,1
72,113,Undirected,581,581,1
72,115,Undirected,582,582,1
72,141,Undirected,583,583,1
72,142,Undirected,584,584,1
72,146,Undirected,585,585,1
72,201,Undirected,586,586,1
72,424,Undirected,587,587,1
72,479,Undirected,588,588,1
72,493,Undirected,589,589,1
72,808,Undirected,590,590,1
73,66,Undirected,591,591,1
73,68,Undirected,592,592,1
73,72,Undirected,593,593,1
73,74,Undirected,594,594,1
73,78,Undirected,595,595,1
73,87,Undirected,596,596,1
73,95,Undirected,597,597,1
73,102,Undirected,598,598,1
73,145,Undirected,599,599,1
73,154,Undirected,600,600,1
73,186,Undirected,601,601,1
73,424,Undirected,602,602,1
73,509,Undirected,603,603,1
73,525,Undirected,604,604,1
73,526,Undirected,605,605,1
73,822,Undirected,606,606,1
74,73,Undirected,607,607,1
74,75,Undirected,608,608,1
74,110,Undirected,609,609,1
75,53,Undirected,610,610,1
75,74,Undirected,611,611,1
75,94,Undirected,612,612,1
75,110,Undirected,613,613,1
75,119,Undirected,614,614,1
75,489,Undirected,615,615,1
75,843,Undirected,616,616,1
75,844,Undirected,617,617,1
75,845,Undirected,618,618,1
76,52,Undirected,619,619,1
76,81,Undirected,620,620,1
76,263,Undirected,621,621,1
76,544,Undirected,622,622,1
76,595,Undirected,623,623,1
76,656,Undirected,624,624,1
77,20,Undirected,625,625,1
77,68,Undirected,626,626,1
77,102,Undirected,627,627,1
77,113,Undirected,628,628,1
77,116,Undirected,629,629,1
78,20,Undirected,630,630,1
78,73,Undirected,631,631,1
78,110,Undirected,632,632,1
79,20,Undirected,633,633,1
79,72,Undirected,634,634,1
79,80,Undirected,635,635,1
79,105,Undirected,636,636,1
79,152,Undirected,637,637,1
79,168,Undirected,638,638,1
79,183,Undirected,639,639,1
79,538,Undirected,640,640,1
79,552,Undirected,641,641,1
79,553,Undirected,642,642,1
79,573,Undirected,643,643,1
79,617,Undirected,644,644,1
80,79,Undirected,645,645,1
81,24,Undirected,646,646,1
81,52,Undirected,647,647,1
81,76,Undirected,648,648,1
81,263,Undirected,649,649,1
81,266,Undirected,650,650,1
81,278,Undirected,651,651,1
81,281,Undirected,652,652,1
81,287,Undirected,653,653,1
81,687,Undirected,654,654,1
81,689,Undirected,655,655,1
82,34,Undirected,656,656,1
82,47,Undirected,657,657,1
82,63,Undirected,658,658,1
82,64,Undirected,659,659,1
82,66,Undirected,660,660,1
82,83,Undirected,661,661,1
82,89,Undirected,662,662,1
82,98,Undirected,663,663,1
82,101,Undirected,664,664,1
82,104,Undirected,665,665,1
82,106,Undirected,666,666,1
82,120,Undirected,667,667,1
82,146,Undirected,668,668,1
82,301,Undirected,669,669,1
82,422,Undirected,670,670,1
82,808,Undirected,671,671,1
82,1051,Undirected,672,672,1
83,47,Undirected,673,673,1
83,64,Undirected,674,674,1
83,82,Undirected,675,675,1
83,120,Undirected,676,676,1
83,470,Undirected,677,677,1
83,473,Undirected,678,678,1
83,671,Undirected,679,679,1
84,47,Undirected,680,680,1
84,85,Undirected,681,681,1
84,421,Undirected,682,682,1
84,473,Undirected,683,683,1
85,5,Undirected,684,684,1
85,84,Undirected,685,685,1
85,168,Undirected,686,686,1
86,68,Undirected,687,687,1
86,173,Undirected,688,688,1
86,205,Undirected,689,689,1
86,320,Undirected,690,690,1
86,323,Undirected,691,691,1
86,396,Undirected,692,692,1
86,412,Undirected,693,693,1
86,848,Undirected,694,694,1
86,977,Undirected,695,695,1
86,982,Undirected,696,696,1
86,1017,Undirected,697,697,1
86,1116,Undirected,698,698,1
87,68,Undirected,699,699,1
87,73,Undirected,700,700,1
88,62,Undirected,701,701,1
88,89,Undirected,702,702,1
88,97,Undirected,703,703,1
88,140,Undirected,704,704,1
89,64,Undirected,705,705,1
89,82,Undirected,706,706,1
89,88,Undirected,707,707,1
89,90,Undirected,708,708,1
89,100,Undirected,709,709,1
89,110,Undirected,710,710,1
89,121,Undirected,711,711,1
89,162,Undirected,712,712,1
89,190,Undirected,713,713,1
89,193,Undirected,714,714,1
89,267,Undirected,715,715,1
89,298,Undirected,716,716,1
89,427,Undirected,717,717,1
89,431,Undirected,718,718,1
89,537,Undirected,719,719,1
89,655,Undirected,720,720,1
89,657,Undirected,721,721,1
89,658,Undirected,722,722,1
89,662,Undirected,723,723,1
89,664,Undirected,724,724,1
89,665,Undirected,725,725,1
89,666,Undirected,726,726,1
89,667,Undirected,727,727,1
89,708,Undirected,728,728,1
89,737,Undirected,729,729,1
89,840,Undirected,730,730,1
90,89,Undirected,731,731,1
90,91,Undirected,732,732,1
90,125,Undirected,733,733,1
90,134,Undirected,734,734,1
90,161,Undirected,735,735,1
90,432,Undirected,736,736,1
90,483,Undirected,737,737,1
91,46,Undirected,738,738,1
91,90,Undirected,739,739,1
91,92,Undirected,740,740,1
91,100,Undirected,741,741,1
91,101,Undirected,742,742,1
91,138,Undirected,743,743,1
91,139,Undirected,744,744,1
91,144,Undirected,745,745,1
91,146,Undirected,746,746,1
91,427,Undirected,747,747,1
91,435,Undirected,748,748,1
92,91,Undirected,749,749,1
92,125,Undirected,750,750,1
92,134,Undirected,751,751,1
92,161,Undirected,752,752,1
93,54,Undirected,753,753,1
93,68,Undirected,754,754,1
93,94,Undirected,755,755,1
93,569,Undirected,756,756,1
93,1052,Undirected,757,757,1
94,26,Undirected,758,758,1
94,75,Undirected,759,759,1
94,93,Undirected,760,760,1
94,96,Undirected,761,761,1
94,157,Undirected,762,762,1
94,165,Undirected,763,763,1
94,617,Undirected,764,764,1
94,807,Undirected,765,765,1
94,828,Undirected,766,766,1
95,54,Undirected,767,767,1
95,73,Undirected,768,768,1
95,110,Undirected,769,769,1
95,201,Undirected,770,770,1
95,495,Undirected,771,771,1
95,1052,Undirected,772,772,1
96,54,Undirected,773,773,1
96,94,Undirected,774,774,1
96,116,Undirected,775,775,1
96,149,Undirected,776,776,1
96,151,Undirected,777,777,1
97,88,Undirected,778,778,1
97,190,Undirected,779,779,1
97,275,Undirected,780,780,1
97,427,Undirected,781,781,1
97,701,Undirected,782,782,1
98,47,Undirected,783,783,1
98,63,Undirected,784,784,1
98,82,Undirected,785,785,1
98,99,Undirected,786,786,1
98,502,Undirected,787,787,1
99,98,Undirected,788,788,1
99,163,Undirected,789,789,1
99,277,Undirected,790,790,1
99,428,Undirected,791,791,1
100,89,Undirected,792,792,1
100,91,Undirected,793,793,1
100,107,Undirected,794,794,1
100,125,Undirected,795,795,1
100,134,Undirected,796,796,1
100,161,Undirected,797,797,1
100,266,Undirected,798,798,1
100,435,Undirected,799,799,1
100,656,Undirected,800,800,1
100,666,Undirected,801,801,1
101,34,Undirected,802,802,1
101,82,Undirected,803,803,1
101,91,Undirected,804,804,1
101,287,Undirected,805,805,1
101,431,Undirected,806,806,1
101,732,Undirected,807,807,1
102,34,Undirected,808,808,1
102,53,Undirected,809,809,1
102,54,Undirected,810,810,1
102,73,Undirected,811,811,1
102,77,Undirected,812,812,1
102,103,Undirected,813,813,1
102,109,Undirected,814,814,1
102,113,Undirected,815,815,1
102,116,Undirected,816,816,1
102,150,Undirected,817,817,1
102,154,Undirected,818,818,1
102,156,Undirected,819,819,1
102,163,Undirected,820,820,1
102,171,Undirected,821,821,1
102,200,Undirected,822,822,1
102,657,Undirected,823,823,1
102,816,Undirected,824,824,1
102,1019,Undirected,825,825,1
103,34,Undirected,826,826,1
103,102,Undirected,827,827,1
103,104,Undirected,828,828,1
103,108,Undirected,829,829,1
103,113,Undirected,830,830,1
103,164,Undirected,831,831,1
103,181,Undirected,832,832,1
104,82,Undirected,833,833,1
104,103,Undirected,834,834,1
104,105,Undirected,835,835,1
104,113,Undirected,836,836,1
104,118,Undirected,837,837,1
104,424,Undirected,838,838,1
105,79,Undirected,839,839,1
105,104,Undirected,840,840,1
105,128,Undirected,841,841,1
105,129,Undirected,842,842,1
105,168,Undirected,843,843,1
105,169,Undirected,844,844,1
105,378,Undirected,845,845,1
105,570,Undirected,846,846,1
105,728,Undirected,847,847,1
105,729,Undirected,848,848,1
105,842,Undirected,849,849,1
105,932,Undirected,850,850,1
106,82,Undirected,851,851,1
106,107,Undirected,852,852,1
106,124,Undirected,853,853,1
106,125,Undirected,854,854,1
106,162,Undirected,855,855,1
107,100,Undirected,856,856,1
107,106,Undirected,857,857,1
107,571,Undirected,858,858,1
107,666,Undirected,859,859,1
107,700,Undirected,860,860,1
108,36,Undirected,861,861,1
108,68,Undirected,862,862,1
108,103,Undirected,863,863,1
108,109,Undirected,864,864,1
108,111,Undirected,865,865,1
108,113,Undirected,866,866,1
108,148,Undirected,867,867,1
108,841,Undirected,868,868,1
109,34,Undirected,869,869,1
109,36,Undirected,870,870,1
109,67,Undirected,871,871,1
109,68,Undirected,872,872,1
109,102,Undirected,873,873,1
109,108,Undirected,874,874,1
109,112,Undirected,875,875,1
109,113,Undirected,876,876,1
109,116,Undirected,877,877,1
109,151,Undirected,878,878,1
109,170,Undirected,879,879,1
109,202,Undirected,880,880,1
109,411,Undirected,881,881,1
109,538,Undirected,882,882,1
109,579,Undirected,883,883,1
109,676,Undirected,884,884,1
109,731,Undirected,885,885,1
109,824,Undirected,886,886,1
109,840,Undirected,887,887,1
109,841,Undirected,888,888,1
110,44,Undirected,889,889,1
110,54,Undirected,890,890,1
110,71,Undirected,891,891,1
110,72,Undirected,892,892,1
110,74,Undirected,893,893,1
110,75,Undirected,894,894,1
110,78,Undirected,895,895,1
110,89,Undirected,896,896,1
110,95,Undirected,897,897,1
110,132,Undirected,898,898,1
110,148,Undirected,899,899,1
110,171,Undirected,900,900,1
110,176,Undirected,901,901,1
110,577,Undirected,902,902,1
110,684,Undirected,903,903,1
110,830,Undirected,904,904,1
110,844,Undirected,905,905,1
110,1117,Undirected,906,906,1
110,1130,Undirected,907,907,1
111,67,Undirected,908,908,1
111,72,Undirected,909,909,1
111,108,Undirected,910,910,1
112,67,Undirected,911,911,1
112,109,Undirected,912,912,1
113,4,Undirected,913,913,1
113,34,Undirected,914,914,1
113,67,Undirected,915,915,1
113,72,Undirected,916,916,1
113,77,Undirected,917,917,1
113,102,Undirected,918,918,1
113,103,Undirected,919,919,1
113,104,Undirected,920,920,1
113,108,Undirected,921,921,1
113,109,Undirected,922,922,1
113,113,Undirected,923,923,1
113,116,Undirected,924,924,1
113,119,Undirected,925,925,1
113,131,Undirected,926,926,1
113,141,Undirected,927,927,1
113,143,Undirected,928,928,1
113,194,Undirected,929,929,1
