Id,Label,size
139,139,20.000000
140,140,22.000000
141,141,22.000000
142,142,21.000000
143,143,21.000000
144,144,20.000000
145,145,19.000000
146,146,28.000000
147,147,27.000000
148,148,28.000000
149,149,24.000000
150,150,25.000000
151,151,23.000000
152,152,24.000000
153,153,25.000000
154,154,23.000000
155,155,26.000000
156,156,25.000000
157,157,27.000000
158,158,27.000000
159,159,24.000000
160,160,24.000000
161,161,26.000000
162,162,25.000000
163,163,24.000000
164,164,25.000000
165,165,23.000000
166,166,23.000000
167,167,27.000000
168,168,24.000000
169,169,22.000000
170,170,23.000000
171,171,26.000000
172,172,27.000000
173,173,26.000000
174,174,24.000000
175,175,26.000000
176,176,26.000000
177,177,24.000000
178,178,24.000000
179,179,22.000000
180,180,21.000000
181,181,27.000000
182,182,26.000000
183,183,27.000000
184,184,23.000000
185,185,23.000000
186,186,22.000000
187,187,21.000000
188,188,26.000000
189,189,24.000000
190,190,25.000000
191,191,26.000000
192,192,24.000000
193,193,26.000000
194,194,22.000000
195,195,23.000000
196,196,24.000000
197,197,20.000000
198,198,20.000000
199,199,19.000000
200,200,25.000000
201,201,27.000000
202,202,22.000000
203,203,23.000000
204,204,23.000000
205,205,22.000000
206,206,21.000000
207,207,21.000000
208,208,20.000000
209,209,26.000000
210,210,25.000000
211,211,25.000000
212,212,25.000000
213,213,22.000000
214,214,22.000000
215,215,22.000000
216,216,22.000000
217,217,21.000000
218,218,24.000000
219,219,23.000000
220,220,25.000000
221,221,24.000000
222,222,25.000000
223,223,27.000000
224,224,27.000000
225,225,26.000000
226,226,22.000000
227,227,23.000000
228,228,23.000000
229,229,23.000000
230,230,24.000000
231,231,27.000000
232,232,25.000000
233,233,25.000000
234,234,25.000000
235,235,26.000000
236,236,24.000000
237,237,26.000000
238,238,27.000000
239,239,26.000000
240,240,25.000000
241,241,25.000000
242,242,26.000000
243,243,26.000000
244,244,23.000000
245,245,22.000000
246,246,24.000000
247,247,21.000000
248,248,24.000000
249,249,24.000000
250,250,24.000000
251,251,24.000000
252,252,27.000000
253,253,27.000000
254,254,25.000000
255,255,24.000000
256,256,27.000000
257,257,27.000000
258,258,27.000000
259,259,25.000000
260,260,26.000000
261,261,28.000000
262,262,28.000000
263,263,26.000000
264,264,29.000000
265,265,28.000000
266,266,27.000000
267,267,25.000000
268,268,25.000000
269,269,27.000000
270,270,28.000000
271,271,26.000000
272,272,28.000000
273,273,28.000000
274,274,27.000000
275,275,29.000000
276,276,29.000000
277,277,26.000000
278,278,28.000000
279,279,27.000000
280,280,28.000000
281,281,27.000000
282,282,29.000000
283,283,26.000000
284,284,28.000000
285,285,28.000000
286,286,28.000000
287,287,27.000000
288,288,30.000000
289,289,30.000000
290,290,29.000000
291,291,30.000000
292,292,29.000000
293,293,29.000000
294,294,30.000000
295,295,30.000000
296,296,29.000000
297,297,30.000000
298,298,28.000000
299,299,30.000000
300,300,30.000000
301,301,29.000000
302,302,30.000000
303,303,29.000000
304,304,28.000000
305,305,28.000000
306,306,27.000000
307,307,29.000000
308,308,28.000000
309,309,29.000000
310,310,29.000000
311,311,29.000000
312,312,30.000000
313,313,30.000000
314,314,30.000000
315,315,28.000000
316,316,29.000000
317,317,29.000000
318,318,29.000000
319,319,27.000000
320,320,26.000000
321,321,28.000000
322,322,25.000000
323,323,27.000000
324,324,30.000000
325,325,30.000000
326,326,29.000000
327,327,30.000000
328,328,30.000000
329,329,27.000000
330,330,26.000000
331,331,28.000000
332,332,30.000000
333,333,30.000000
334,334,30.000000
335,335,30.000000
336,336,30.000000
337,337,30.000000
338,338,30.000000
339,339,30.000000
340,340,30.000000
341,341,29.000000
342,342,29.000000
343,343,30.000000
344,344,30.000000
345,345,30.000000
346,346,30.000000
347,347,30.000000
348,348,30.000000
349,349,30.000000
350,350,30.000000
351,351,30.000000
352,352,29.000000
353,353,30.000000
354,354,28.000000
355,355,30.000000
356,356,29.000000
357,357,30.000000
358,358,30.000000
359,359,30.000000
360,360,30.000000
361,361,30.000000
362,362,30.000000
363,363,30.000000
364,364,30.000000
365,365,29.000000
366,366,28.000000
367,367,29.000000
368,368,28.000000
369,369,27.000000
370,370,28.000000
371,371,28.000000
372,372,27.000000
373,373,27.000000
374,374,24.000000
375,375,29.000000
376,376,28.000000
377,377,27.000000
378,378,28.000000
379,379,30.000000
380,380,29.000000
381,381,29.000000
382,382,30.000000
383,383,30.000000
384,384,30.000000
385,385,30.000000
386,386,29.000000
387,387,29.000000
388,388,27.000000
389,389,28.000000
390,390,28.000000
391,391,30.000000
392,392,30.000000
393,393,30.000000
394,394,30.000000
395,395,30.000000
396,396,27.000000
397,397,29.000000
398,398,28.000000
399,399,25.000000
400,400,24.000000
401,401,30.000000
402,402,30.000000
403,403,30.000000
404,404,30.000000
405,405,29.000000
406,406,29.000000
407,407,30.000000
408,408,30.000000
409,409,30.000000
410,410,30.000000
411,411,30.000000
412,412,30.000000
413,413,28.000000
414,414,29.000000
415,415,30.000000
416,416,30.000000
417,417,30.000000
418,418,30.000000
419,419,30.000000
420,420,30.000000
421,421,30.000000
422,422,30.000000
423,423,30.000000
424,424,30.000000
425,425,18.000000
426,426,17.000000
427,427,19.000000
428,428,19.000000
429,429,19.000000
430,430,19.000000
431,431,19.000000
432,432,17.000000
433,433,17.000000
434,434,17.000000
435,435,20.000000
436,436,20.000000
437,437,20.000000
438,438,20.000000
439,439,23.000000
440,440,22.000000
441,441,20.000000
442,442,21.000000
443,443,19.000000
444,444,21.000000
445,445,20.000000
446,446,19.000000
447,447,21.000000
448,448,21.000000
449,449,21.000000
450,450,19.000000
451,451,20.000000
452,452,18.000000
453,453,20.000000
454,454,17.000000
455,455,17.000000
456,456,22.000000
457,457,22.000000
458,458,18.000000
459,459,18.000000
460,460,19.000000
461,461,18.000000
462,462,18.000000
463,463,18.000000
464,464,18.000000
465,465,18.000000
466,466,18.000000
467,467,18.000000
468,468,20.000000
469,469,20.000000
470,470,20.000000
471,471,20.000000
472,472,20.000000
473,473,22.000000
474,474,21.000000
475,475,22.000000
476,476,22.000000
477,477,21.000000
478,478,20.000000
479,479,19.000000
480,480,21.000000
481,481,21.000000
482,482,23.000000
483,483,22.000000
484,484,23.000000
485,485,20.000000
486,486,19.000000
487,487,21.000000
488,488,21.000000
489,489,20.000000
490,490,21.000000
491,491,21.000000
492,492,21.000000
493,493,22.000000
494,494,20.000000
495,495,22.000000
496,496,22.000000
497,497,20.000000
498,498,19.000000
499,499,21.000000
500,500,21.000000
501,501,22.000000
502,502,19.000000
503,503,20.000000
504,504,17.000000
505,505,18.000000
506,506,17.000000
507,507,21.000000
508,508,20.000000
509,509,23.000000
510,510,21.000000
511,511,23.000000
512,512,22.000000
513,513,21.000000
514,514,21.000000
515,515,21.000000
516,516,21.000000
517,517,24.000000
518,518,23.000000
519,519,22.000000
520,520,21.000000
521,521,20.000000
522,522,22.000000
523,523,21.000000
524,524,22.000000
525,525,22.000000
526,526,23.000000
527,527,24.000000
528,528,23.000000
529,529,23.000000
530,530,25.000000
531,531,24.000000
532,532,27.000000
533,533,26.000000
534,534,25.000000
535,535,26.000000
536,536,25.000000
537,537,24.000000
538,538,25.000000
539,539,26.000000
540,540,25.000000
541,541,24.000000
542,542,22.000000
543,543,27.000000
544,544,26.000000
545,545,27.000000
546,546,28.000000
547,547,27.000000
548,548,25.000000
549,549,24.000000
550,550,27.000000
551,551,26.000000
552,552,25.000000
553,553,25.000000
554,554,26.000000
555,555,24.000000
556,556,20.000000
557,557,21.000000
558,558,21.000000
559,559,19.000000
560,560,21.000000
561,561,21.000000
562,562,21.000000
563,563,20.000000
564,564,21.000000
565,565,21.000000
566,566,21.000000
567,567,21.000000
568,568,22.000000
569,569,21.000000
570,570,22.000000
571,571,20.000000
572,572,22.000000
573,573,24.000000
574,574,23.000000
575,575,24.000000
576,576,23.000000
577,577,23.000000
578,578,22.000000
579,579,24.000000
580,580,23.000000
581,581,24.000000
582,582,23.000000
583,583,22.000000
584,584,24.000000
585,585,24.000000
586,586,23.000000
587,587,24.000000
588,588,25.000000
589,589,25.000000
590,590,24.000000
591,591,26.000000
592,592,26.000000
593,593,25.000000
594,594,24.000000
595,595,24.000000
596,596,25.000000
597,597,25.000000
598,598,25.000000
599,599,25.000000
600,600,24.000000
601,601,21.000000
602,602,20.000000
603,603,21.000000
604,604,20.000000
605,605,20.000000
606,606,19.000000
607,607,20.000000
608,608,20.000000
609,609,21.000000
610,610,18.000000
611,611,20.000000
612,612,21.000000
613,613,21.000000
614,614,24.000000
615,615,24.000000
616,616,22.000000
617,617,25.000000
618,618,25.000000
619,619,23.000000
620,620,24.000000
621,621,24.000000
622,622,26.000000
623,623,26.000000
624,624,21.000000
625,625,23.000000
626,626,26.000000
627,627,26.000000
628,628,25.000000
629,629,27.000000
630,630,27.000000
631,631,25.000000
632,632,21.000000
633,633,21.000000
634,634,23.000000
635,635,23.000000
636,636,23.000000
637,637,20.000000
638,638,25.000000
639,639,25.000000
640,640,25.000000
641,641,24.000000
642,642,25.000000
643,643,24.000000
644,644,24.000000
645,645,25.000000
646,646,25.000000
647,647,23.000000
648,648,23.000000
649,649,22.000000
650,650,24.000000
651,651,19.000000
652,652,28.000000
653,653,27.000000
654,654,29.000000
655,655,29.000000
656,656,29.000000
657,657,28.000000
658,658,27.000000
659,659,29.000000
660,660,29.000000
661,661,28.000000
662,662,27.000000
663,663,26.000000
664,664,28.000000
665,665,28.000000
666,666,29.000000
667,667,27.000000
668,668,26.000000
669,669,26.000000
670,670,25.000000
671,671,28.000000
672,672,27.000000
673,673,29.000000
674,674,28.000000
675,675,26.000000
676,676,28.000000
677,677,28.000000
678,678,25.000000
679,679,25.000000
680,680,27.000000
681,681,25.000000
682,682,28.000000
683,683,29.000000
684,684,28.000000
685,685,27.000000
686,686,27.000000
687,687,29.000000
688,688,27.000000
689,689,29.000000
690,690,29.000000
691,691,28.000000
692,692,25.000000
693,693,26.000000
694,694,26.000000
695,695,24.000000
696,696,29.000000
697,697,30.000000
698,698,29.000000
699,699,27.000000
700,700,27.000000
701,701,27.000000
702,702,27.000000
703,703,29.000000
704,704,29.000000
705,705,29.000000
706,706,29.000000
707,707,29.000000
708,708,29.000000
709,709,28.000000
710,710,27.000000
711,711,26.000000
712,712,28.000000
713,713,28.000000
714,714,26.000000
715,715,25.000000
716,716,29.000000
717,717,29.000000
718,718,28.000000
719,719,29.000000
720,720,29.000000
721,721,28.000000
722,722,29.000000
723,723,28.000000
724,724,29.000000
725,725,29.000000
726,726,29.000000
727,727,27.000000
728,728,26.000000
729,729,26.000000
730,730,28.000000
731,731,26.000000
732,732,28.000000
733,733,27.000000
734,734,26.000000
735,735,28.000000
736,736,28.000000
737,737,28.000000
738,738,27.000000
739,739,28.000000
740,740,30.000000
741,741,28.000000
742,742,28.000000
743,743,27.000000
744,744,26.000000
745,745,28.000000
746,746,27.000000
747,747,27.000000
748,748,30.000000
749,749,29.000000
750,750,29.000000
751,751,28.000000
752,752,30.000000
753,753,29.000000
754,754,30.000000
755,755,27.000000
756,756,26.000000
757,757,27.000000
758,758,30.000000
759,759,27.000000
760,760,29.000000
761,761,28.000000
762,762,27.000000
763,763,29.000000
764,764,29.000000
765,765,30.000000
766,766,27.000000
767,767,26.000000
768,768,27.000000
769,769,24.000000
770,770,29.000000
771,771,27.000000
772,772,27.000000
773,773,25.000000
774,774,30.000000
775,775,30.000000
776,776,26.000000
777,777,30.000000
778,778,28.000000
779,779,28.000000
780,780,28.000000
781,781,26.000000
782,782,28.000000
783,783,26.000000
784,784,26.000000
785,785,26.000000
786,786,28.000000
787,787,28.000000
788,788,29.000000
789,789,29.000000
790,790,29.000000
791,791,25.000000
792,792,26.000000
793,793,29.000000
794,794,30.000000
795,795,30.000000
796,796,28.000000
797,797,28.000000
798,798,30.000000
799,799,30.000000
800,800,30.000000
801,801,28.000000
802,802,30.000000
803,803,28.000000
804,804,27.000000
805,805,28.000000
806,806,27.000000
807,807,27.000000
808,808,29.000000
809,809,29.000000
810,810,26.000000
811,811,24.000000
812,812,30.000000
813,813,30.000000
814,814,29.000000
815,815,29.000000
816,816,26.000000
817,817,23.000000
818,818,22.000000
819,819,24.000000
820,820,22.000000
821,821,23.000000
822,822,23.000000
823,823,23.000000
824,824,21.000000
825,825,22.000000
826,826,21.000000
827,827,22.000000
828,828,21.000000
829,829,23.000000
830,830,23.000000
831,831,23.000000
832,832,22.000000
833,833,22.000000
834,834,22.000000
835,835,22.000000
836,836,22.000000
837,837,20.000000
838,838,21.000000
839,839,24.000000
840,840,23.000000
841,841,24.000000
842,842,24.000000
843,843,24.000000
844,844,25.000000
845,845,24.000000
846,846,24.000000
847,847,26.000000
848,848,25.000000
849,849,23.000000
850,850,24.000000
851,851,22.000000
852,852,24.000000
853,853,24.000000
854,854,24.000000
855,855,24.000000
856,856,23.000000
857,857,23.000000
858,858,23.000000
859,859,23.000000
860,860,24.000000
861,861,24.000000
862,862,24.000000
863,863,23.000000
864,864,24.000000
865,865,24.000000
866,866,25.000000
867,867,25.000000
868,868,26.000000
869,869,25.000000
870,870,27.000000
871,871,26.000000
872,872,26.000000
873,873,25.000000
874,874,26.000000
875,875,27.000000
876,876,26.000000
877,877,28.000000
878,878,27.000000
879,879,25.000000
880,880,24.000000
881,881,26.000000
882,882,25.000000
883,883,21.000000
884,884,23.000000
885,885,24.000000
886,886,24.000000
887,887,25.000000
888,888,26.000000
889,889,21.000000
890,890,25.000000
891,891,20.000000
892,892,19.000000
893,893,25.000000
894,894,24.000000
895,895,23.000000
896,896,25.000000
897,897,25.000000
898,898,24.000000
899,899,24.000000
900,900,25.000000
901,901,22.000000
902,902,22.000000
903,903,19.000000
904,904,25.000000
905,905,25.000000
906,906,22.000000
907,907,26.000000
908,908,25.000000
909,909,25.000000
910,910,26.000000
911,911,25.000000
912,912,22.000000
913,913,22.000000
914,914,22.000000
915,915,27.000000
916,916,26.000000
917,917,27.000000
918,918,23.000000
919,919,22.000000
920,920,24.000000
921,921,21.000000
922,922,22.000000
923,923,22.000000
924,924,23.000000
925,925,23.000000
926,926,23.000000
927,927,21.000000
928,928,22.000000
929,929,22.000000
930,930,22.000000
931,931,21.000000
932,932,22.000000
933,933,22.000000
934,934,23.000000
935,935,23.000000
936,936,23.000000
937,937,23.000000
938,938,23.000000
939,939,23.000000
940,940,23.000000
941,941,23.000000
942,942,23.000000
943,943,23.000000
944,944,23.000000
945,945,23.000000
946,946,23.000000
947,947,23.000000
948,948,23.000000
949,949,24.000000
950,950,24.000000
951,951,24.000000
952,952,23.000000
953,953,24.000000
954,954,24.000000
955,955,22.000000
956,956,22.000000
957,957,22.000000
958,958,22.000000
959,959,22.000000
960,960,21.000000
961,961,20.000000
962,962,21.000000
963,963,20.000000
964,964,19.000000
965,965,22.000000
966,966,23.000000
967,967,23.000000
968,968,21.000000
969,969,24.000000
970,970,24.000000
971,971,25.000000
972,972,23.000000
973,973,25.000000
974,974,25.000000
975,975,25.000000
976,976,25.000000
977,977,24.000000
978,978,25.000000
979,979,26.000000
980,980,26.000000
981,981,27.000000
982,982,27.000000
983,983,27.000000
984,984,27.000000
985,985,27.000000
986,986,23.000000
987,987,24.000000
988,988,24.000000
989,989,24.000000
990,990,24.000000
991,991,25.000000
992,992,24.000000
993,993,23.000000
994,994,24.000000
995,995,24.000000
996,996,24.000000
997,997,24.000000
998,998,21.000000
999,999,25.000000
1000,1000,26.000000
1001,1001,26.000000
1002,1002,23.000000
1003,1003,25.000000
1004,1004,25.000000
1005,1005,25.000000
1006,1006,24.000000
1007,1007,23.000000
1008,1008,23.000000
1009,1009,25.000000
1010,1010,24.000000
1011,1011,24.000000
1012,1012,25.000000
1013,1013,24.000000
1014,1014,24.000000
1015,1015,25.000000
1016,1016,24.000000
1017,1017,26.000000
1018,1018,26.000000
1019,1019,27.000000
1020,1020,27.000000
1021,1021,27.000000
1022,1022,27.000000
1023,1023,26.000000
1024,1024,26.000000
1025,1025,27.000000
1026,1026,27.000000
1027,1027,27.000000
1028,1028,27.000000
1029,1029,27.000000
1030,1030,26.000000
1031,1031,28.000000
1032,1032,27.000000
1033,1033,27.000000
1034,1034,28.000000
1035,1035,26.000000
1036,1036,27.000000
1037,1037,23.000000
1038,1038,24.000000
1039,1039,23.000000
1040,1040,24.000000
1041,1041,22.000000
1042,1042,24.000000
1043,1043,24.000000
1044,1044,23.000000
1045,1045,24.000000
1046,1046,23.000000
1047,1047,25.000000
1048,1048,23.000000
1049,1049,23.000000
1050,1050,26.000000
1051,1051,28.000000
1052,1052,27.000000
1053,1053,25.000000
1054,1054,25.000000
1055,1055,24.000000
1056,1056,26.000000
1057,1057,25.000000
1058,1058,25.000000
1059,1059,23.000000
1060,1060,25.000000
1061,1061,24.000000
1062,1062,22.000000
1063,1063,28.000000
1064,1064,29.000000
1065,1065,28.000000
1066,1066,28.000000
1067,1067,28.000000
1068,1068,29.000000
1069,1069,30.000000
1070,1070,27.000000
1071,1071,28.000000
1072,1072,27.000000
1073,1073,28.000000
1074,1074,28.000000
1075,1075,27.000000
1076,1076,26.000000
1077,1077,27.000000
1078,1078,23.000000
1079,1079,22.000000
1080,1080,24.000000
1081,1081,23.000000
1082,1082,23.000000
1083,1083,24.000000
1084,1084,23.000000
1085,1085,23.000000
1086,1086,24.000000
1087,1087,24.000000
1088,1088,24.000000
1089,1089,24.000000
1090,1090,26.000000
1091,1091,27.000000
1092,1092,26.000000
1093,1093,26.000000
1094,1094,25.000000
1095,1095,26.000000
1096,1096,22.000000
1097,1097,23.000000
1098,1098,23.000000
1099,1099,27.000000
1100,1100,25.000000
1101,1101,25.000000
1102,1102,26.000000
1103,1103,25.000000
1104,1104,26.000000
1105,1105,25.000000
1106,1106,28.000000
1107,1107,26.000000
1108,1108,25.000000
1109,1109,24.000000
1110,1110,23.000000
1111,1111,24.000000
1112,1112,29.000000
1113,1113,29.000000
1114,1114,28.000000
1115,1115,23.000000
1116,1116,24.000000
1117,1117,24.000000
1118,1118,25.000000
1119,1119,24.000000
1120,1120,25.000000
1121,1121,24.000000
1122,1122,25.000000
1123,1123,27.000000
1124,1124,29.000000
1125,1125,29.000000
1126,1126,29.000000
1127,1127,27.000000
1128,1128,26.000000
1129,1129,27.000000
1130,1130,26.000000
1131,1131,26.000000
1132,1132,26.000000
1133,1133,26.000000
1134,1134,26.000000
1135,1135,24.000000
1136,1136,23.000000
1137,1137,23.000000
1138,1138,24.000000
1139,1139,26.000000
1140,1140,24.000000
1141,1141,27.000000
1142,1142,22.000000
1143,1143,22.000000
1144,1144,22.000000
1145,1145,22.000000
1146,1146,22.000000
1147,1147,22.000000
1148,1148,22.000000
1149,1149,23.000000
1150,1150,27.000000
1151,1151,25.000000
1152,1152,26.000000
1153,1153,28.000000
1154,1154,27.000000
1155,1155,27.000000
1156,1156,29.000000
1157,1157,29.000000
1158,1158,29.000000
1159,1159,26.000000
1160,1160,24.000000
1161,1161,23.000000
1162,1162,25.000000
1163,1163,25.000000
1164,1164,25.000000
1165,1165,25.000000
1166,1166,25.000000
1167,1167,24.000000
1168,1168,22.000000
1169,1169,26.000000
1170,1170,26.000000
1171,1171,27.000000
1172,1172,25.000000
1173,1173,26.000000
1174,1174,25.000000
1175,1175,25.000000
1176,1176,27.000000
1177,1177,24.000000
1178,1178,24.000000
1179,1179,23.000000
1180,1180,25.000000
1181,1181,25.000000
1182,1182,25.000000
1183,1183,25.000000
1184,1184,25.000000
1185,1185,25.000000
1186,1186,22.000000
1187,1187,24.000000
1188,1188,22.000000
1189,1189,23.000000
1190,1190,23.000000
1191,1191,21.000000
1192,1192,22.000000
1193,1193,21.000000
1194,1194,21.000000
1195,1195,23.000000
1196,1196,22.000000
1197,1197,23.000000
1198,1198,23.000000
1199,1199,23.000000
1200,1200,20.000000
1201,1201,20.000000
1202,1202,22.000000
1203,1203,23.000000
1204,1204,22.000000
1205,1205,21.000000
1206,1206,24.000000
1207,1207,25.000000
1208,1208,24.000000
1209,1209,24.000000
1210,1210,23.000000
1211,1211,21.000000
1212,1212,22.000000
1213,1213,20.000000
1214,1214,21.000000
1215,1215,20.000000
1216,1216,23.000000
1217,1217,22.000000
1218,1218,24.000000
1219,1219,27.000000
1220,1220,26.000000
1221,1221,28.000000
1222,1222,28.000000
1223,1223,24.000000
1224,1224,25.000000
1225,1225,25.000000
1226,1226,25.000000
1227,1227,29.000000
1228,1228,30.000000
1229,1229,28.000000
1230,1230,30.000000
1231,1231,24.000000
1232,1232,24.000000
1233,1233,24.000000
1234,1234,23.000000
1235,1235,24.000000
1236,1236,25.000000
1237,1237,25.000000
1238,1238,25.000000
1239,1239,25.000000
1240,1240,23.000000
1241,1241,23.000000
1242,1242,23.000000
1243,1243,25.000000
1244,1244,25.000000
1245,1245,25.000000
1246,1246,24.000000
1247,1247,29.000000
1248,1248,29.000000
1249,1249,29.000000
1250,1250,24.000000
1251,1251,23.000000
1252,1252,24.000000
1253,1253,24.000000
1254,1254,24.000000
1255,1255,24.000000
1256,1256,22.000000
1257,1257,22.000000
1258,1258,22.000000
1259,1259,23.000000
1260,1260,23.000000
1261,1261,23.000000
1262,1262,22.000000
1263,1263,27.000000
1264,1264,26.000000
1265,1265,28.000000
1266,1266,28.000000
1267,1267,28.000000
1268,1268,25.000000
1269,1269,27.000000
1270,1270,27.000000
1271,1271,29.000000
1272,1272,29.000000
1273,1273,28.000000
1274,1274,24.000000
1275,1275,25.000000
1276,1276,25.000000
1277,1277,23.000000
1278,1278,23.000000
1279,1279,23.000000
1280,1280,25.000000
1281,1281,25.000000
1282,1282,24.000000
1283,1283,25.000000
1284,1284,25.000000
1285,1285,25.000000
1286,1286,26.000000
1287,1287,26.000000
1288,1288,27.000000
1289,1289,25.000000
1290,1290,27.000000
1291,1291,27.000000
1292,1292,27.000000
1293,1293,27.000000
1294,1294,25.000000
1295,1295,21.000000
1296,1296,22.000000
1297,1297,22.000000
1298,1298,22.000000
1299,1299,20.000000
1300,1300,22.000000
1301,1301,22.000000
1302,1302,22.000000
1303,1303,28.000000
1304,1304,27.000000
1305,1305,28.000000
1306,1306,29.000000
1307,1307,29.000000
1308,1308,29.000000
1309,1309,22.000000
1310,1310,21.000000
1311,1311,23.000000
1312,1312,23.000000
1313,1313,23.000000
1314,1314,23.000000
1315,1315,20.000000
1316,1316,22.000000
1317,1317,22.000000
1318,1318,22.000000
1319,1319,22.000000
1320,1320,22.000000
1321,1321,22.000000
1322,1322,22.000000
1323,1323,21.000000
1324,1324,19.000000
1325,1325,21.000000
1326,1326,25.000000
1327,1327,27.000000
1328,1328,27.000000
1329,1329,27.000000
1330,1330,26.000000
1331,1331,22.000000
1332,1332,21.000000
1333,1333,23.000000
1334,1334,22.000000
1335,1335,24.000000
1336,1336,25.000000
1337,1337,24.000000
1338,1338,28.000000
1339,1339,28.000000
1340,1340,27.000000
1341,1341,28.000000
1342,1342,27.000000
1343,1343,29.000000
1344,1344,25.000000
1345,1345,25.000000
1346,1346,23.000000
1347,1347,24.000000
1348,1348,26.000000
1349,1349,27.000000
1350,1350,25.000000
1351,1351,26.000000
1352,1352,26.000000
1353,1353,27.000000
1354,1354,27.000000
1355,1355,25.000000
1356,1356,26.000000
1357,1357,25.000000
1358,1358,27.000000
1359,1359,26.000000
1360,1360,22.000000
1361,1361,21.000000
1362,1362,22.000000
1363,1363,20.000000
1364,1364,19.000000
1365,1365,18.000000
1366,1366,25.000000
1367,1367,25.000000
1368,1368,17.000000
1369,1369,24.000000
1370,1370,25.000000
1371,1371,23.000000
1372,1372,26.000000
1373,1373,23.000000
1374,1374,24.000000
1375,1375,29.000000
1376,1376,29.000000
1377,1377,18.000000
1378,1378,18.000000
1379,1379,19.000000
1380,1380,19.000000
1381,1381,25.000000
1382,1382,24.000000
1383,1383,26.000000
1384,1384,26.000000
1385,1385,23.000000
1386,1386,24.000000
1387,1387,24.000000
1388,1388,24.000000
1389,1389,23.000000
1390,1390,24.000000
1391,1391,25.000000
1392,1392,23.000000
1393,1393,25.000000
1394,1394,23.000000
1395,1395,23.000000
1396,1396,25.000000
1397,1397,26.000000
1398,1398,26.000000
1399,1399,26.000000
1400,1400,25.000000
1401,1401,26.000000
1402,1402,24.000000
1403,1403,26.000000
1404,1404,26.000000
1405,1405,27.000000
1406,1406,26.000000
1407,1407,26.000000
1408,1408,25.000000
1409,1409,23.000000
1410,1410,23.000000
1411,1411,28.000000
1412,1412,27.000000
1413,1413,24.000000
1414,1414,24.000000
1415,1415,23.000000
1416,1416,22.000000
1417,1417,23.000000
1418,1418,24.000000
1419,1419,24.000000
1420,1420,24.000000
1421,1421,21.000000
1422,1422,23.000000
1423,1423,23.000000
1424,1424,22.000000
1425,1425,21.000000
1426,1426,23.000000
1427,1427,21.000000
1428,1428,26.000000
1429,1429,27.000000
1430,1430,26.000000
1431,1431,26.000000
1432,1432,26.000000
1433,1433,24.000000
1434,1434,23.000000
1435,1435,25.000000
1436,1436,24.000000
1437,1437,23.000000
1438,1438,22.000000
1439,1439,24.000000
1440,1440,26.000000
1441,1441,25.000000
1442,1442,26.000000
1443,1443,27.000000
1444,1444,25.000000
1445,1445,24.000000
1446,1446,26.000000
1447,1447,22.000000
1448,1448,21.000000
1449,1449,23.000000
1450,1450,23.000000
1451,1451,23.000000
1452,1452,24.000000
