Source,Target,Type,Id,Label,Weight
43,50,Undirected,133,133,1
43,51,Undirected,134,134,1
43,411,Undirected,135,135,1
43,454,Undirected,136,136,1
43,455,Undirected,137,137,1
44,43,Undirected,138,138,1
44,45,Undirected,139,139,1
45,44,Undirected,140,140,1
45,46,Undirected,141,141,1
45,888,Undirected,142,142,1
46,45,Undirected,143,143,1
46,47,Undirected,144,144,1
46,485,Undirected,145,145,1
46,889,Undirected,146,146,1
46,1036,Undirected,147,147,1
47,46,Undirected,148,148,1
47,48,Undirected,149,149,1
47,73,Undirected,150,150,1
47,486,Undirected,151,151,1
47,890,Undirected,152,152,1
48,47,Undirected,153,153,1
48,49,Undirected,154,154,1
48,74,Undirected,155,155,1
49,48,Undirected,156,156,1
49,50,Undirected,157,157,1
49,485,Undirected,158,158,1
49,629,Undirected,159,159,1
50,43,Undirected,160,160,1
50,49,Undirected,161,161,1
50,51,Undirected,162,162,1
50,629,Undirected,163,163,1
51,43,Undirected,164,164,1
51,50,Undirected,165,165,1
51,52,Undirected,166,166,1
51,538,Undirected,167,167,1
51,901,Undirected,168,168,1
52,51,Undirected,169,169,1
52,53,Undirected,170,170,1
53,52,Undirected,171,171,1
53,54,Undirected,172,172,1
53,629,Undirected,173,173,1
54,53,Undirected,174,174,1
54,55,Undirected,175,175,1
54,540,Undirected,176,176,1
55,54,Undirected,177,177,1
55,56,Undirected,178,178,1
56,55,Undirected,179,179,1
56,57,Undirected,180,180,1
56,540,Undirected,181,181,1
56,541,Undirected,182,182,1
56,912,Undirected,183,183,1
57,56,Undirected,184,184,1
57,86,Undirected,185,185,1
57,541,Undirected,186,186,1
57,562,Undirected,187,187,1
58,59,Undirected,188,188,1
59,58,Undirected,189,189,1
59,60,Undirected,190,190,1
60,59,Undirected,191,191,1
61,62,Undirected,192,192,1
62,61,Undirected,193,193,1
62,63,Undirected,194,194,1
62,1144,Undirected,195,195,1
63,62,Undirected,196,196,1
64,65,Undirected,197,197,1
64,394,Undirected,198,198,1
64,411,Undirected,199,199,1
64,842,Undirected,200,200,1
65,64,Undirected,201,201,1
65,66,Undirected,202,202,1
65,393,Undirected,203,203,1
65,394,Undirected,204,204,1
65,1012,Undirected,205,205,1
66,65,Undirected,206,206,1
66,67,Undirected,207,207,1
67,66,Undirected,208,208,1
67,68,Undirected,209,209,1
68,67,Undirected,210,210,1
68,69,Undirected,211,211,1
68,669,Undirected,212,212,1
68,863,Undirected,213,213,1
69,68,Undirected,214,214,1
69,70,Undirected,215,215,1
69,414,Undirected,216,216,1
69,415,Undirected,217,217,1
69,630,Undirected,218,218,1
69,633,Undirected,219,219,1
70,69,Undirected,220,220,1
70,71,Undirected,221,221,1
70,417,Undirected,222,222,1
70,456,Undirected,223,223,1
70,670,Undirected,224,224,1
70,879,Undirected,225,225,1
71,70,Undirected,226,226,1
71,72,Undirected,227,227,1
72,71,Undirected,228,228,1
72,73,Undirected,229,229,1
72,671,Undirected,230,230,1
72,888,Undirected,231,231,1
73,47,Undirected,232,232,1
73,72,Undirected,233,233,1
73,1037,Undirected,234,234,1
74,48,Undirected,235,235,1
74,75,Undirected,236,236,1
75,74,Undirected,237,237,1
75,76,Undirected,238,238,1
75,486,Undirected,239,239,1
76,75,Undirected,240,240,1
76,77,Undirected,241,241,1
77,76,Undirected,242,242,1
77,78,Undirected,243,243,1
77,677,Undirected,244,244,1
78,77,Undirected,245,245,1
78,79,Undirected,246,246,1
79,78,Undirected,247,247,1
79,80,Undirected,248,248,1
80,79,Undirected,249,249,1
80,81,Undirected,250,250,1
81,80,Undirected,251,251,1
81,82,Undirected,252,252,1
81,540,Undirected,253,253,1
81,541,Undirected,254,254,1
81,542,Undirected,255,255,1
81,904,Undirected,256,256,1
82,81,Undirected,257,257,1
82,83,Undirected,258,258,1
83,82,Undirected,259,259,1
83,84,Undirected,260,260,1
83,632,Undirected,261,261,1
84,83,Undirected,262,262,1
84,85,Undirected,263,263,1
84,115,Undirected,264,264,1
84,116,Undirected,265,265,1
85,84,Undirected,266,266,1
85,86,Undirected,267,267,1
85,914,Undirected,268,268,1
86,57,Undirected,269,269,1
86,85,Undirected,270,270,1
86,154,Undirected,271,271,1
86,1143,Undirected,272,272,1
87,88,Undirected,273,273,1
88,87,Undirected,274,274,1
88,89,Undirected,275,275,1
89,88,Undirected,276,276,1
89,90,Undirected,277,277,1
90,89,Undirected,278,278,1
90,91,Undirected,279,279,1
90,604,Undirected,280,280,1
90,798,Undirected,281,281,1
91,90,Undirected,282,282,1
91,92,Undirected,283,283,1
92,91,Undirected,284,284,1
92,93,Undirected,285,285,1
93,92,Undirected,286,286,1
93,374,Undirected,287,287,1
93,375,Undirected,288,288,1
93,600,Undirected,289,289,1
94,95,Undirected,290,290,1
95,94,Undirected,291,291,1
95,96,Undirected,292,292,1
95,668,Undirected,293,293,1
96,95,Undirected,294,294,1
96,97,Undirected,295,295,1
97,96,Undirected,296,296,1
97,98,Undirected,297,297,1
98,97,Undirected,298,298,1
98,99,Undirected,299,299,1
99,98,Undirected,300,300,1
99,100,Undirected,301,301,1
100,99,Undirected,302,302,1
100,101,Undirected,303,303,1
100,137,Undirected,304,304,1
100,633,Undirected,305,305,1
100,681,Undirected,306,306,1
101,100,Undirected,307,307,1
101,102,Undirected,308,308,1
101,397,Undirected,309,309,1
101,398,Undirected,310,310,1
102,101,Undirected,311,311,1
102,103,Undirected,312,312,1
103,102,Undirected,313,313,1
103,104,Undirected,314,314,1
103,669,Undirected,315,315,1
104,103,Undirected,316,316,1
104,105,Undirected,317,317,1
105,104,Undirected,318,318,1
105,106,Undirected,319,319,1
105,670,Undirected,320,320,1
105,671,Undirected,321,321,1
105,673,Undirected,322,322,1
106,105,Undirected,323,323,1
106,107,Undirected,324,324,1
106,457,Undirected,325,325,1
106,458,Undirected,326,326,1
106,693,Undirected,327,327,1
106,891,Undirected,328,328,1
107,106,Undirected,329,329,1
107,108,Undirected,330,330,1
107,144,Undirected,331,331,1
107,673,Undirected,332,332,1
107,674,Undirected,333,333,1
107,695,Undirected,334,334,1
107,1040,Undirected,335,335,1
107,1044,Undirected,336,336,1
108,107,Undirected,337,337,1
108,109,Undirected,338,338,1
108,496,Undirected,339,339,1
109,108,Undirected,340,340,1
109,110,Undirected,341,341,1
109,1079,Undirected,342,342,1
110,109,Undirected,343,343,1
110,111,Undirected,344,344,1
110,493,Undirected,345,345,1
110,494,Undirected,346,346,1
110,495,Undirected,347,347,1
110,1042,Undirected,348,348,1
111,110,Undirected,349,349,1
111,112,Undirected,350,350,1
112,111,Undirected,351,351,1
112,113,Undirected,352,352,1
112,905,Undirected,353,353,1
113,112,Undirected,354,354,1
113,114,Undirected,355,355,1
114,113,Undirected,356,356,1
114,115,Undirected,357,357,1
115,84,Undirected,358,358,1
115,114,Undirected,359,359,1
115,149,Undirected,360,360,1
115,542,Undirected,361,361,1
116,84,Undirected,362,362,1
116,117,Undirected,363,363,1
117,116,Undirected,364,364,1
117,118,Undirected,365,365,1
117,150,Undirected,366,366,1
117,151,Undirected,367,367,1
118,117,Undirected,368,368,1
118,119,Undirected,369,369,1
119,118,Undirected,370,370,1
119,120,Undirected,371,371,1
120,119,Undirected,372,372,1
120,121,Undirected,373,373,1
120,1145,Undirected,374,374,1
121,120,Undirected,375,375,1
121,122,Undirected,376,376,1
121,1145,Undirected,377,377,1
122,121,Undirected,378,378,1
122,123,Undirected,379,379,1
122,1150,Undirected,380,380,1
123,122,Undirected,381,381,1
123,124,Undirected,382,382,1
123,1149,Undirected,383,383,1
124,123,Undirected,384,384,1
125,126,Undirected,385,385,1
125,573,Undirected,386,386,1
126,125,Undirected,387,387,1
126,127,Undirected,388,388,1
126,1161,Undirected,389,389,1
127,126,Undirected,390,390,1
127,128,Undirected,391,391,1
128,127,Undirected,392,392,1
128,572,Undirected,393,393,1
129,130,Undirected,394,394,1
130,129,Undirected,395,395,1
130,131,Undirected,396,396,1
130,164,Undirected,397,397,1
130,372,Undirected,398,398,1
131,130,Undirected,399,399,1
131,132,Undirected,400,400,1
132,131,Undirected,401,401,1
132,133,Undirected,402,402,1
133,132,Undirected,403,403,1
133,134,Undirected,404,404,1
133,678,Undirected,405,405,1
134,133,Undirected,406,406,1
134,135,Undirected,407,407,1
135,134,Undirected,408,408,1
136,137,Undirected,409,409,1
136,681,Undirected,410,410,1
136,843,Undirected,411,411,1
137,100,Undirected,412,412,1
137,136,Undirected,413,413,1
137,138,Undirected,414,414,1
137,169,Undirected,415,415,1
137,171,Undirected,416,416,1
137,399,Undirected,417,417,1
137,690,Undirected,418,418,1
137,994,Undirected,419,419,1
138,137,Undirected,420,420,1
138,139,Undirected,421,421,1
138,864,Undirected,422,422,1
139,138,Undirected,423,423,1
139,140,Undirected,424,424,1
139,422,Undirected,425,425,1
139,423,Undirected,426,426,1
140,139,Undirected,427,427,1
140,141,Undirected,428,428,1
141,140,Undirected,429,429,1
141,142,Undirected,430,430,1
141,178,Undirected,431,431,1
141,179,Undirected,432,432,1
141,459,Undirected,433,433,1
141,687,Undirected,434,434,1
141,715,Undirected,435,435,1
142,141,Undirected,436,436,1
142,143,Undirected,437,437,1
143,142,Undirected,438,438,1
143,144,Undirected,439,439,1
143,497,Undirected,440,440,1
143,498,Undirected,441,441,1
143,893,Undirected,442,442,1
144,107,Undirected,443,443,1
144,143,Undirected,444,444,1
144,145,Undirected,445,445,1
144,496,Undirected,446,446,1
144,497,Undirected,447,447,1
144,1080,Undirected,448,448,1
145,144,Undirected,449,449,1
145,146,Undirected,450,450,1
145,701,Undirected,451,451,1
145,906,Undirected,452,452,1
145,907,Undirected,453,453,1
146,145,Undirected,454,454,1
146,147,Undirected,455,455,1
147,146,Undirected,456,456,1
147,148,Undirected,457,457,1
148,147,Undirected,458,458,1
148,149,Undirected,459,459,1
148,543,Undirected,460,460,1
149,115,Undirected,461,461,1
149,148,Undirected,462,462,1
149,150,Undirected,463,463,1
150,117,Undirected,464,464,1
150,149,Undirected,465,465,1
151,117,Undirected,466,466,1
151,152,Undirected,467,467,1
152,151,Undirected,468,468,1
152,153,Undirected,469,469,1
152,917,Undirected,470,470,1
153,152,Undirected,471,471,1
153,154,Undirected,472,472,1
154,86,Undirected,473,473,1
154,153,Undirected,474,474,1
154,155,Undirected,475,475,1
155,154,Undirected,476,476,1
155,156,Undirected,477,477,1
155,1146,Undirected,478,478,1
156,155,Undirected,479,479,1
156,157,Undirected,480,480,1
156,576,Undirected,481,481,1
157,156,Undirected,482,482,1
157,576,Undirected,483,483,1
158,159,Undirected,484,484,1
158,577,Undirected,485,485,1
159,158,Undirected,486,486,1
159,160,Undirected,487,487,1
160,159,Undirected,488,488,1
160,161,Undirected,489,489,1
160,210,Undirected,490,490,1
161,160,Undirected,491,491,1
161,162,Undirected,492,492,1
162,161,Undirected,493,493,1
162,163,Undirected,494,494,1
163,162,Undirected,495,495,1
163,212,Undirected,496,496,1
164,130,Undirected,497,497,1
164,165,Undirected,498,498,1
164,373,Undirected,499,499,1
164,599,Undirected,500,500,1
164,844,Undirected,501,501,1
165,164,Undirected,502,502,1
166,167,Undirected,503,503,1
167,166,Undirected,504,504,1
167,168,Undirected,505,505,1
168,167,Undirected,506,506,1
168,169,Undirected,507,507,1
168,856,Undirected,508,508,1
169,137,Undirected,509,509,1
169,168,Undirected,510,510,1
169,170,Undirected,511,511,1
170,169,Undirected,512,512,1
170,171,Undirected,513,513,1
171,137,Undirected,514,514,1
171,170,Undirected,515,515,1
171,172,Undirected,516,516,1
171,400,Undirected,517,517,1
172,171,Undirected,518,518,1
172,173,Undirected,519,519,1
173,172,Undirected,520,520,1
173,174,Undirected,521,521,1
173,423,Undirected,522,522,1
173,424,Undirected,523,523,1
173,864,Undirected,524,524,1
174,173,Undirected,525,525,1
174,175,Undirected,526,526,1
175,174,Undirected,527,527,1
175,176,Undirected,528,528,1
176,175,Undirected,529,529,1
176,177,Undirected,530,530,1
177,176,Undirected,531,531,1
177,178,Undirected,532,532,1
177,715,Undirected,533,533,1
177,1030,Undirected,534,534,1
178,141,Undirected,535,535,1
178,177,Undirected,536,536,1
179,141,Undirected,537,537,1
179,180,Undirected,538,538,1
179,499,Undirected,539,539,1
180,179,Undirected,540,540,1
180,181,Undirected,541,541,1
180,460,Undirected,542,542,1
180,499,Undirected,543,543,1
180,1031,Undirected,544,544,1
180,1032,Undirected,545,545,1
181,180,Undirected,546,546,1
181,182,Undirected,547,547,1
181,234,Undirected,548,548,1
181,235,Undirected,549,549,1
181,499,Undirected,550,550,1
181,735,Undirected,551,551,1
181,1049,Undirected,552,552,1
182,181,Undirected,553,553,1
182,183,Undirected,554,554,1
183,182,Undirected,555,555,1
183,184,Undirected,556,556,1
184,183,Undirected,557,557,1
184,185,Undirected,558,558,1
185,184,Undirected,559,559,1
185,186,Undirected,560,560,1
186,185,Undirected,561,561,1
186,187,Undirected,562,562,1
186,188,Undirected,563,563,1
186,718,Undirected,564,564,1
187,186,Undirected,565,565,1
187,188,Undirected,566,566,1
187,1083,Undirected,567,567,1
188,186,Undirected,568,568,1
188,187,Undirected,569,569,1
188,189,Undirected,570,570,1
188,545,Undirected,571,571,1
188,546,Undirected,572,572,1
188,699,Undirected,573,573,1
189,188,Undirected,574,574,1
189,190,Undirected,575,575,1
189,719,Undirected,576,576,1
190,189,Undirected,577,577,1
190,191,Undirected,578,578,1
190,543,Undirected,579,579,1
190,1113,Undirected,580,580,1
191,190,Undirected,581,581,1
191,192,Undirected,582,582,1
191,719,Undirected,583,583,1
192,191,Undirected,584,584,1
192,193,Undirected,585,585,1
192,194,Undirected,586,586,1
193,192,Undirected,587,587,1
193,194,Undirected,588,588,1
193,1153,Undirected,589,589,1
194,192,Undirected,590,590,1
194,193,Undirected,591,591,1
194,195,Undirected,592,592,1
194,196,Undirected,593,593,1
194,1116,Undirected,594,594,1
195,194,Undirected,595,595,1
195,196,Undirected,596,596,1
195,1124,Undirected,597,597,1
196,194,Undirected,598,598,1
196,195,Undirected,599,599,1
196,197,Undirected,600,600,1
196,241,Undirected,601,601,1
196,1153,Undirected,602,602,1
197,196,Undirected,603,603,1
197,198,Undirected,604,604,1
197,242,Undirected,605,605,1
197,243,Undirected,606,606,1
198,197,Undirected,607,607,1
198,199,Undirected,608,608,1
199,198,Undirected,609,609,1
199,200,Undirected,610,610,1
200,199,Undirected,611,611,1
200,201,Undirected,612,612,1
201,200,Undirected,613,613,1
201,202,Undirected,614,614,1
202,201,Undirected,615,615,1
202,203,Undirected,616,616,1
203,202,Undirected,617,617,1
203,204,Undirected,618,618,1
203,246,Undirected,619,619,1
203,577,Undirected,620,620,1
204,203,Undirected,621,621,1
204,205,Undirected,622,622,1
204,206,Undirected,623,623,1
204,247,Undirected,624,624,1
204,931,Undirected,625,625,1
204,932,Undirected,626,626,1
205,204,Undirected,627,627,1
205,206,Undirected,628,628,1
206,204,Undirected,629,629,1
206,205,Undirected,630,630,1
206,207,Undirected,631,631,1
206,248,Undirected,632,632,1
206,1170,Undirected,633,633,1
207,206,Undirected,634,634,1
207,208,Undirected,635,635,1
208,207,Undirected,636,636,1
208,209,Undirected,637,637,1
209,208,Undirected,638,638,1
210,160,Undirected,639,639,1
210,211,Undirected,640,640,1
211,210,Undirected,641,641,1
211,212,Undirected,642,642,1
211,933,Undirected,643,643,1
212,163,Undirected,644,644,1
212,211,Undirected,645,645,1
212,1171,Undirected,646,646,1
213,214,Undirected,647,647,1
214,213,Undirected,648,648,1
214,249,Undirected,649,649,1
215,216,Undirected,650,650,1
216,215,Undirected,651,651,1
216,217,Undirected,652,652,1
217,216,Undirected,653,653,1
217,218,Undirected,654,654,1
217,288,Undirected,655,655,1
217,616,Undirected,656,656,1
218,217,Undirected,657,657,1
218,219,Undirected,658,658,1
219,218,Undirected,659,659,1
219,220,Undirected,660,660,1
220,219,Undirected,661,661,1
220,221,Undirected,662,662,1
221,220,Undirected,663,663,1
221,222,Undirected,664,664,1
221,703,Undirected,665,665,1
222,221,Undirected,666,666,1
222,223,Undirected,667,667,1
223,222,Undirected,668,668,1
223,224,Undirected,669,669,1
223,802,Undirected,670,670,1
224,223,Undirected,671,671,1
224,225,Undirected,672,672,1
224,808,Undirected,673,673,1
225,224,Undirected,674,674,1
225,226,Undirected,675,675,1
225,708,Undirected,676,676,1
225,709,Undirected,677,677,1
226,225,Undirected,678,678,1
226,227,Undirected,679,679,1
227,226,Undirected,680,680,1
227,228,Undirected,681,681,1
228,227,Undirected,682,682,1
228,811,Undirected,683,683,1
228,834,Undirected,684,684,1
228,835,Undirected,685,685,1
229,230,Undirected,686,686,1
229,730,Undirected,687,687,1
229,731,Undirected,688,688,1
229,858,Undirected,689,689,1
230,229,Undirected,690,690,1
230,231,Undirected,691,691,1
230,400,Undirected,692,692,1
231,230,Undirected,693,693,1
231,232,Undirected,694,694,1
232,231,Undirected,695,695,1
232,233,Undirected,696,696,1
232,401,Undirected,697,697,1
232,424,Undirected,698,698,1
233,232,Undirected,699,699,1
233,234,Undirected,700,700,1
233,427,Undirected,701,701,1
233,428,Undirected,702,702,1
233,1033,Undirected,703,703,1
234,181,Undirected,704,704,1
234,233,Undirected,705,705,1
234,1031,Undirected,706,706,1
235,181,Undirected,707,707,1
235,236,Undirected,708,708,1
235,1051,Undirected,709,709,1
236,235,Undirected,710,710,1
236,237,Undirected,711,711,1
236,501,Undirected,712,712,1
236,502,Undirected,713,713,1
236,717,Undirected,714,714,1
236,718,Undirected,715,715,1
236,720,Undirected,716,716,1
236,735,Undirected,717,717,1
237,236,Undirected,718,718,1
237,238,Undirected,719,719,1
237,910,Undirected,720,720,1
238,237,Undirected,721,721,1
238,239,Undirected,722,722,1
238,1092,Undirected,723,723,1
239,238,Undirected,724,724,1
239,240,Undirected,725,725,1
240,239,Undirected,726,726,1
240,241,Undirected,727,727,1
240,546,Undirected,728,728,1
240,547,Undirected,729,729,1
240,1118,Undirected,730,730,1
241,196,Undirected,731,731,1
241,240,Undirected,732,732,1
241,242,Undirected,733,733,1
241,549,Undirected,734,734,1
241,563,Undirected,735,735,1
242,197,Undirected,736,736,1
242,241,Undirected,737,737,1
242,1154,Undirected,738,738,1
243,197,Undirected,739,739,1
243,244,Undirected,740,740,1
244,243,Undirected,741,741,1
244,245,Undirected,742,742,1
245,244,Undirected,743,743,1
245,246,Undirected,744,744,1
246,203,Undirected,745,745,1
246,245,Undirected,746,746,1
246,247,Undirected,747,747,1
246,276,Undirected,748,748,1
246,747,Undirected,749,749,1
247,204,Undirected,750,750,1
247,246,Undirected,751,751,1
248,206,Undirected,752,752,1
249,214,Undirected,753,753,1
249,250,Undirected,754,754,1
250,249,Undirected,755,755,1
250,251,Undirected,756,756,1
251,250,Undirected,757,757,1
252,253,Undirected,758,758,1
252,1009,Undirected,759,759,1
253,252,Undirected,760,760,1
253,254,Undirected,761,761,1
253,401,Undirected,762,762,1
253,711,Undirected,763,763,1
253,995,Undirected,764,764,1
254,253,Undirected,765,765,1
254,255,Undirected,766,766,1
254,403,Undirected,767,767,1
254,860,Undirected,768,768,1
254,995,Undirected,769,769,1
255,254,Undirected,770,770,1
255,256,Undirected,771,771,1
256,255,Undirected,772,772,1
256,257,Undirected,773,773,1
257,256,Undirected,774,774,1
257,258,Undirected,775,775,1
258,257,Undirected,776,776,1
258,259,Undirected,777,777,1
259,258,Undirected,778,778,1
259,260,Undirected,779,779,1
259,466,Undirected,780,780,1
259,467,Undirected,781,781,1
260,259,Undirected,782,782,1
260,261,Undirected,783,783,1
261,260,Undirected,784,784,1
261,262,Undirected,785,785,1
262,261,Undirected,786,786,1
262,263,Undirected,787,787,1
262,748,Undirected,788,788,1
262,894,Undirected,789,789,1
263,262,Undirected,790,790,1
263,264,Undirected,791,791,1
264,263,Undirected,792,792,1
264,265,Undirected,793,793,1
264,510,Undirected,794,794,1
265,264,Undirected,795,795,1
265,266,Undirected,796,796,1
265,509,Undirected,797,797,1
265,512,Undirected,798,798,1
265,551,Undirected,799,799,1
265,753,Undirected,800,800,1
266,265,Undirected,801,801,1
266,267,Undirected,802,802,1
267,266,Undirected,803,803,1
267,268,Undirected,804,804,1
267,552,Undirected,805,805,1
268,267,Undirected,806,806,1
268,269,Undirected,807,807,1
268,754,Undirected,808,808,1
269,268,Undirected,809,809,1
269,270,Undirected,810,810,1
269,553,Undirected,811,811,1
269,1125,Undirected,812,812,1
270,269,Undirected,813,813,1
270,271,Undirected,814,814,1
270,760,Undirected,815,815,1
270,1126,Undirected,816,816,1
271,270,Undirected,817,817,1
271,272,Undirected,818,818,1
272,271,Undirected,819,819,1
272,273,Undirected,820,820,1
273,272,Undirected,821,821,1
273,274,Undirected,822,822,1
274,273,Undirected,823,823,1
274,275,Undirected,824,824,1
275,274,Undirected,825,825,1
275,276,Undirected,826,826,1
276,246,Undirected,827,827,1
276,275,Undirected,828,828,1
276,578,Undirected,829,829,1
277,278,Undirected,830,830,1
277,284,Undirected,831,831,1
277,290,Undirected,832,832,1
277,378,Undirected,833,833,1
277,837,Undirected,834,834,1
278,277,Undirected,835,835,1
278,279,Undirected,836,836,1
278,711,Undirected,837,837,1
279,278,Undirected,838,838,1
279,280,Undirected,839,839,1
279,1008,Undirected,840,840,1
280,279,Undirected,841,841,1
280,281,Undirected,842,842,1
280,287,Undirected,843,843,1
280,292,Undirected,844,844,1
280,433,Undirected,845,845,1
280,434,Undirected,846,846,1
281,280,Undirected,847,847,1
281,756,Undirected,848,848,1
281,896,Undirected,849,849,1
281,897,Undirected,850,850,1
282,283,Undirected,851,851,1
282,555,Undirected,852,852,1
283,282,Undirected,853,853,1
284,277,Undirected,854,854,1
284,285,Undirected,855,855,1
284,291,Undirected,856,856,1
284,296,Undirected,857,857,1
284,297,Undirected,858,858,1
284,310,Undirected,859,859,1
284,404,Undirected,860,860,1
284,405,Undirected,861,861,1
284,847,Undirected,862,862,1
284,848,Undirected,863,863,1
285,284,Undirected,864,864,1
285,286,Undirected,865,865,1
286,285,Undirected,866,866,1
286,287,Undirected,867,867,1
287,280,Undirected,868,868,1
287,286,Undirected,869,869,1
287,865,Undirected,870,870,1
288,217,Undirected,871,871,1
288,289,Undirected,872,872,1
289,288,Undirected,873,873,1
289,290,Undirected,874,874,1
290,277,Undirected,875,875,1
290,289,Undirected,876,876,1
291,284,Undirected,877,877,1
291,292,Undirected,878,878,1
292,280,Undirected,879,879,1
292,291,Undirected,880,880,1
292,293,Undirected,881,881,1
292,435,Undirected,882,882,1
293,292,Undirected,883,883,1
293,294,Undirected,884,884,1
294,293,Undirected,885,885,1
294,295,Undirected,886,886,1
295,294,Undirected,887,887,1
296,284,Undirected,888,888,1
297,284,Undirected,889,889,1
297,298,Undirected,890,890,1
297,865,Undirected,891,891,1
297,866,Undirected,892,892,1
298,297,Undirected,893,893,1
298,782,Undirected,894,894,1
298,783,Undirected,895,895,1
299,300,Undirected,896,896,1
299,314,Undirected,897,897,1
299,474,Undirected,898,898,1
300,299,Undirected,899,899,1
300,301,Undirected,900,900,1
301,300,Undirected,901,901,1
301,302,Undirected,902,902,1
302,301,Undirected,903,903,1
302,303,Undirected,904,904,1
303,302,Undirected,905,905,1
303,304,Undirected,906,906,1
304,303,Undirected,907,907,1
304,305,Undirected,908,908,1
304,519,Undirected,909,909,1
304,520,Undirected,910,910,1
305,304,Undirected,911,911,1
305,306,Undirected,912,912,1
305,942,Undirected,913,913,1
306,305,Undirected,914,914,1
306,307,Undirected,915,915,1
307,306,Undirected,916,916,1
307,308,Undirected,917,917,1
308,307,Undirected,918,918,1
308,309,Undirected,919,919,1
309,308,Undirected,920,920,1
310,284,Undirected,921,921,1
310,311,Undirected,922,922,1
311,310,Undirected,923,923,1
311,312,Undirected,924,924,1
312,311,Undirected,925,925,1
312,313,Undirected,926,926,1
312,435,Undirected,927,927,1
